N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A)
2mer-0+3,-26.13529938,2,-26.13529938,-26.13529938,1.787525e-02,4.6630,2.0240,2.024
2mer-0+4,-54.90838444,1,-27.45419222,-53.58949160,1.694217e-02,3.3150,2.0600,2.060
2mer-0+32,-23.09253465,1,-11.54626733,-65.13575893,8.112176e-03,4.1500,2.6340,2.634
2mer-0+22,-0.64508132,2,-0.64508132,-65.78084025,7.412925e-03,5.1260,2.7140,2.714
2mer-0+1,2.94418340,2,2.94418340,-62.83665685,5.227882e-03,5.5570,3.0490,3.049
2mer-0+8,-7.50674906,1,-3.75337453,-66.59003138,4.957854e-03,5.3660,3.1030,3.103
2mer-0+2,3.68748403,2,3.68748403,-62.90254735,4.949507e-03,3.6040,3.1050,3.105
2mer-0+5,-15.67664962,1,-7.83832481,-70.74087217,4.229618e-03,3.6570,3.2720,3.272
2mer-0+6,-6.33232500,2,-6.33232500,-77.07319717,3.894318e-03,5.2680,3.3630,3.363
2mer-0+9,2.88918747,2,2.88918747,-74.18400970,1.796747e-03,6.9940,4.3530,4.353
2mer-0+31,-1.06833234,2,-1.06833234,-75.25234203,1.498362e-03,6.4580,4.6240,4.624
2mer-0+20,-3.29504417,1,-1.64752208,-76.89986412,1.298722e-03,5.6240,4.8500,4.850
2mer-0+6,-5.65237938,1,-2.82618969,-79.72605381,1.279179e-03,5.8810,4.8750,4.875
2mer-0+17,3.29467070,2,3.29467070,-76.43138311,1.266109e-03,6.5250,4.8920,4.892
2mer-0+21,2.97853545,1,1.48926773,-74.94211538,1.086788e-03,8.8780,5.1470,5.147
2mer-0+15,1.92272652,2,1.92272652,-73.01938886,9.727688e-04,6.8680,5.3410,5.341
2mer-0+16,1.76912616,2,1.76912616,-71.25026271,9.289848e-04,7.2610,5.4230,5.423
2mer-0+17,-1.93317296,2,-1.93317296,-73.18343566,8.959972e-04,6.9040,5.4890,5.489
2mer-0+29,1.84247458,1,0.92123729,-72.26219838,8.547448e-04,8.7430,5.5760,5.576
2mer-0+18,-0.22698470,2,-0.22698470,-72.48918308,7.987712e-04,7.7350,5.7030,5.703
2mer-0+7,-0.45582184,2,-0.45582184,-72.94500492,7.744230e-04,7.8390,5.7620,5.762
2mer-0+13,1.74011178,2,1.74011178,-71.20489313,7.324589e-04,8.4320,5.8700,5.870
2mer-0+86,-1.69130320,1,-0.84565160,-72.05054473,6.468769e-04,8.1450,6.1190,6.119
2mer-0+36,-2.94117510,1,-1.47058755,-73.52113228,6.022554e-04,6.4600,6.2660,6.266
2mer-0+69,-2.42045115,2,-2.42045115,-75.94158344,5.898385e-04,9.0410,6.3100,6.310
2mer-0+26,1.60531328,2,1.60531328,-74.33627016,5.552284e-04,7.2080,6.4380,6.438
2mer-0+61,0.40412936,2,0.40412936,-73.93214080,5.521579e-04,8.4030,6.4500,6.450
2mer-0+25,0.40058814,2,0.40058814,-73.53155266,5.401042e-04,7.7300,6.4980,6.498
2mer-0+30,-0.15089582,2,-0.15089582,-73.68244848,4.994020e-04,8.6630,6.6700,6.670
2mer-0+44,0.51389882,2,0.51389882,-73.16854967,4.858378e-04,7.9970,6.7310,6.731
2mer-0+48,-2.34514778,2,-2.34514778,-75.51369745,4.594849e-04,9.7330,6.8580,6.858
2mer-0+77,0.66003028,1,0.33001514,-75.18368231,4.554816e-04,9.0920,6.8780,6.878
2mer-0+75,0.05896450,2,0.05896450,-75.12471781,4.539613e-04,9.0270,6.8850,6.885
2mer-0+72,1.42269322,1,0.71134661,-74.41337120,4.473889e-04,10.3530,6.9190,6.919
2mer-0+69,0.12983492,2,0.12983492,-74.28353628,4.372059e-04,8.8490,6.9720,6.972
2mer-0+81,1.10814913,1,0.55407456,-73.72946172,3.963854e-04,9.7080,7.2040,7.204
2mer-0+18,-0.07126664,2,-0.07126664,-73.80072836,3.720499e-04,8.8170,7.3580,7.358
2mer-0+80,-1.00082603,1,-0.50041301,-74.30114138,3.514422e-04,9.7870,7.4990,7.499
2mer-0+49,-0.66341333,2,-0.66341333,-74.96455471,3.304829e-04,9.7330,7.6540,7.654
2mer-0+159,0.44480461,2,0.44480461,-74.51975009,3.272329e-04,9.3630,7.6790,7.679
2mer-0+51,-0.59573123,1,-0.29786561,-74.81761570,3.241849e-04,8.4860,7.7030,7.703
2mer-0+73,-1.01895279,1,-0.50947639,-75.32709210,3.232554e-04,10.1290,7.7110,7.711
2mer-0+49,0.13674443,1,0.06837222,-75.25871988,3.130122e-04,10.0020,7.7940,7.794
2mer-0+64,0.85054483,2,0.85054483,-74.40817505,2.833056e-04,9.0830,8.0570,8.057
2mer-0+122,0.26618384,2,0.26618384,-74.14199121,2.712840e-04,10.5190,8.1740,8.174
2mer-0+59,-0.31398810,2,-0.31398810,-74.45597932,2.698142e-04,10.9330,8.1890,8.189
2mer-0+88,-0.23583334,1,-0.11791667,-74.57389599,2.602840e-04,9.8530,8.2880,8.288
2mer-0+42,-1.10811054,1,-0.55405527,-75.12795125,2.570707e-04,9.1740,8.3220,8.322
2mer-0+126,1.53852652,1,0.76926326,-74.35868799,2.377193e-04,10.7360,8.5420,8.542
2mer-0+56,-0.89067994,2,-0.89067994,-75.24936793,2.366621e-04,9.7480,8.5550,8.555
2mer-0+70,1.26110286,1,0.63055143,-74.61881650,2.365296e-04,10.4420,8.5570,8.557
2mer-0+82,0.46549894,2,0.46549894,-74.15331756,2.327858e-04,10.0550,8.6020,8.602
2mer-0+60,-0.18977221,2,-0.18977221,-74.34308977,2.319126e-04,11.5460,8.6130,8.613
2mer-0+138,-0.76065347,1,-0.38032673,-74.72341651,2.243123e-04,11.0130,8.7090,8.709
2mer-0+74,0.74024755,2,0.74024755,-73.98316896,2.238413e-04,10.9210,8.7150,8.715
2mer-0+93,0.47450472,2,0.47450472,-73.50866424,2.207512e-04,10.3620,8.7560,8.756
2mer-0+152,-1.06497891,2,-1.06497891,-74.57364314,2.129499e-04,11.5960,8.8620,8.862
2mer-0+70,-0.69946632,1,-0.34973316,-74.92337630,2.110898e-04,10.7220,8.8870,8.887
2mer-0+84,0.70448999,1,0.35224500,-74.57113131,2.064297e-04,10.5550,8.9540,8.954
2mer-0+51,-1.05092074,2,-1.05092074,-75.62205205,2.062387e-04,11.5630,8.9570,8.957
2mer-0+84,-0.79460051,2,-0.79460051,-76.41665255,2.051451e-04,11.4310,8.9730,8.973
2mer-0+153,0.58176027,1,0.29088013,-76.12577242,2.010507e-04,11.4800,9.0330,9.033
2mer-0+54,0.16297046,2,0.16297046,-75.96280196,1.992546e-04,10.7810,9.0600,9.060
2mer-0+114,1.52865174,1,0.76432587,-75.19847609,1.966566e-04,11.3870,9.1000,9.100
2mer-0+29,-0.45065894,2,-0.45065894,-75.64913503,1.956287e-04,10.8630,9.1160,9.116
2mer-0+57,-0.45138789,2,-0.45138789,-76.10052292,1.860513e-04,11.4770,9.2700,9.270
2mer-0+187,-0.61281112,1,-0.30640556,-76.40692848,1.830161e-04,11.9190,9.3200,9.320
2mer-0+65,-0.71968990,1,-0.35984495,-76.76677343,1.775169e-04,11.6360,9.4160,9.416
2mer-0+109,-0.86512573,1,-0.43256286,-77.19933629,1.774579e-04,9.8020,9.4170,9.417
2mer-0+139,0.64834451,1,0.32417225,-76.87516404,1.761352e-04,11.2620,9.4400,9.440
2mer-0+138,-0.60647537,1,-0.30323768,-77.17840172,1.712300e-04,11.2470,9.5300,9.530
2mer-0+171,-0.60039904,1,-0.30019952,-77.47860124,1.700665e-04,11.3970,9.5510,9.551
2mer-0+48,0.96279922,1,0.48139961,-76.99720163,1.672647e-04,11.5170,9.6040,9.604
2mer-0+105,-0.22993882,2,-0.22993882,-77.22714045,1.660922e-04,10.5510,9.6270,9.627
2mer-0+105,0.50946978,1,0.25473489,-76.97240556,1.630322e-04,12.6980,9.6870,9.687
2mer-0+104,-0.18576130,2,-0.18576130,-77.15816686,1.628035e-04,11.4310,9.6910,9.691
2mer-0+112,0.49743237,1,0.24871618,-76.90945068,1.594505e-04,12.7090,9.7590,9.759
2mer-0+64,0.46166174,2,0.46166174,-76.44778894,1.572557e-04,10.8500,9.8040,9.804
2mer-0+110,0.72397029,2,0.72397029,-75.72381865,1.553571e-04,13.1710,9.8440,9.844
2mer-0+143,0.29421811,1,0.14710906,-75.57670960,1.549792e-04,12.9630,9.8520,9.852
2mer-0+62,0.55369120,2,0.55369120,-75.02301840,1.498803e-04,10.8130,9.9620,9.962
2mer-0+116,-0.34380435,2,-0.34380435,-75.36682275,1.459466e-04,11.6540,10.0510,10.051
2mer-0+141,0.69645610,2,0.69645610,-74.67036665,1.449247e-04,13.3440,10.0740,10.074
2mer-0+144,-0.73358797,2,-0.73358797,-75.40395462,1.427382e-04,12.8160,10.1260,10.126
2mer-0+144,0.12619829,2,0.12619829,-75.27775633,1.410775e-04,11.5630,10.1650,10.165
2mer-0+68,-0.20468996,2,-0.20468996,-75.48244629,1.408463e-04,12.3630,10.1710,10.171
2mer-0+89,-0.25965352,2,-0.25965352,-75.74209982,1.406687e-04,11.5890,10.1750,10.175
2mer-0+79,0.07469779,2,0.07469779,-75.66740203,1.379669e-04,11.5960,10.2410,10.241
2mer-0+155,-0.17206164,2,-0.17206164,-75.83946367,1.333465e-04,13.1560,10.3580,10.358
2mer-0+98,-0.23899413,2,-0.23899413,-76.07845780,1.303181e-04,12.3630,10.4380,10.438
2mer-0+172,-0.26101187,1,-0.13050593,-76.20896373,1.275374e-04,12.2320,10.5130,10.513
2mer-0+54,-0.29363047,2,-0.29363047,-76.50259420,1.270429e-04,12.2310,10.5270,10.527
2mer-0+120,0.42788555,1,0.21394277,-76.28865143,1.265175e-04,13.4320,10.5410,10.541
2mer-0+298,0.24797313,2,0.24797313,-76.04067830,1.246583e-04,12.8760,10.5930,10.593
2mer-0+168,-0.32279458,2,-0.32279458,-76.36347289,1.238242e-04,12.1660,10.6170,10.617
2mer-0+152,0.05807445,1,0.02903723,-76.33443566,1.231885e-04,11.8230,10.6350,10.635
2mer-0+121,-0.40825034,1,-0.20412517,-76.53856083,1.185154e-04,11.7250,10.7730,10.773
2mer-0+189,-0.80018742,2,-0.80018742,-77.33874825,1.179022e-04,13.6100,10.7920,10.792
2mer-0+172,0.45706414,2,0.45706414,-76.88168411,1.151921e-04,13.9590,10.8760,10.876
2mer-0+162,0.87321831,1,0.43660915,-76.44507496,1.147000e-04,13.0410,10.8910,10.891
2mer-0+94,0.39313677,2,0.39313677,-76.05193819,1.124685e-04,11.7580,10.9630,10.963
2mer-0+95,-0.26051369,1,-0.13025685,-76.18219503,1.111489e-04,11.7640,11.0060,11.006
2mer-0+209,0.31559352,2,0.31559352,-75.86660151,1.092483e-04,12.6330,11.0700,11.070
2mer-0+248,-0.71133190,2,-0.71133190,-76.57793341,1.077345e-04,13.8290,11.1210,11.121
2mer-0+265,-0.38831679,1,-0.19415840,-76.77209180,1.074852e-04,13.7400,11.1300,11.130
2mer-0+181,0.42094543,2,0.42094543,-76.35114637,1.055656e-04,12.2430,11.1970,11.197
2mer-0+183,0.01507538,1,0.00753769,-76.34360868,1.044504e-04,14.1720,11.2370,11.237
2mer-0+149,-0.40245430,1,-0.20122715,-76.54483583,1.026567e-04,12.6540,11.3020,11.302
2mer-0+145,0.36158189,2,0.36158189,-76.18325395,1.021362e-04,13.9880,11.3210,11.321
2mer-0+236,-0.13552777,1,-0.06776388,-76.25101783,1.017349e-04,13.6650,11.3360,11.336
2mer-0+115,0.33550812,2,0.33550812,-75.91550972,1.006329e-04,13.7940,11.3770,11.377
2mer-0+124,0.23741819,2,0.23741819,-75.67809152,1.002856e-04,13.9920,11.3900,11.390
2mer-0+250,-0.39962899,2,-0.39962899,-76.07772051,9.913041e-05,13.0340,11.4340,11.434
2mer-0+224,0.03543429,1,0.01771714,-76.06000337,9.855343e-05,12.8210,11.4560,11.456
2mer-0+157,-0.33531685,1,-0.16765842,-76.22766179,9.844811e-05,12.5580,11.4600,11.460
2mer-0+166,0.41849960,2,0.41849960,-75.80916219,9.763243e-05,14.4450,11.4920,11.492
2mer-0+83,0.26645119,2,0.26645119,-75.54271100,9.457479e-05,14.0480,11.6150,11.615
2mer-0+214,-0.57391700,2,-0.57391700,-76.11662800,9.423478e-05,14.3250,11.6290,11.629
2mer-0+361,0.20714435,1,0.10357218,-76.01305583,9.264818e-05,13.9760,11.6950,11.695
2mer-0+143,0.46590062,1,0.23295031,-75.78010552,9.215914e-05,13.4990,11.7150,11.715
2mer-0+130,0.32519096,2,0.32519096,-75.45491456,9.170178e-05,13.0420,11.7350,11.735
2mer-0+155,-0.38383870,2,-0.38383870,-75.83875326,9.003944e-05,14.0950,11.8070,11.807
2mer-0+332,-0.04948055,1,-0.02474028,-75.86349353,8.992318e-05,14.4050,11.8120,11.812
2mer-0+197,-0.39125819,1,-0.19562910,-76.05912263,8.874939e-05,12.6380,11.8630,11.863
2mer-0+134,-0.42502735,2,-0.42502735,-76.48414997,8.873503e-05,12.9760,11.8640,11.864
2mer-0+175,0.23994580,2,0.23994580,-76.24420418,8.774289e-05,12.8160,11.9090,11.909
2mer-0+123,0.34284893,2,0.34284893,-75.90135525,8.626250e-05,13.9070,11.9760,11.976
2mer-0+308,-0.23064111,1,-0.11532056,-76.01667581,8.624235e-05,13.8550,11.9770,11.977
2mer-0+101,-0.40802908,1,-0.20401454,-76.22069035,8.589800e-05,13.9340,11.9930,11.993
2mer-0+127,-0.21644101,2,-0.21644101,-76.43713136,8.583639e-05,13.7610,11.9960,11.996
2mer-0+165,0.18303005,2,0.18303005,-76.25410131,8.444284e-05,13.5420,12.0620,12.062
2mer-0+170,0.24314903,1,0.12157451,-76.13252679,8.124369e-05,15.0190,12.2180,12.218
2mer-0+103,-0.13836514,2,-0.13836514,-76.27089193,8.070509e-05,14.1780,12.2450,12.245
2mer-0+178,0.08235657,2,0.08235657,-76.18853536,8.051424e-05,14.1780,12.2550,12.255
2mer-0+137,-0.26043015,2,-0.26043015,-76.44896551,8.034037e-05,13.6450,12.2640,12.264
2mer-0+206,0.17602671,2,0.17602671,-76.27293880,8.022784e-05,14.8380,12.2690,12.269
2mer-0+215,-0.36681800,2,-0.36681800,-76.63975680,7.867875e-05,14.8320,12.3490,12.349
2mer-0+283,-0.45737234,2,-0.45737234,-77.09712914,7.845282e-05,14.9440,12.3610,12.361
2mer-0+164,0.30546212,2,0.30546212,-76.79166702,7.840343e-05,15.0680,12.3640,12.364
2mer-0+185,0.25264881,2,0.25264881,-76.53901820,7.555429e-05,14.5210,12.5170,12.517
2mer-0+129,-0.41964170,2,-0.41964170,-76.95865991,7.541585e-05,14.9410,12.5250,12.525
2mer-0+159,-0.26343099,2,-0.26343099,-77.22209090,7.393404e-05,14.1610,12.6080,12.608
2mer-0+242,-0.34745559,1,-0.17372779,-77.39581869,7.278534e-05,13.2820,12.6740,12.674
2mer-0+186,-0.22998396,2,-0.22998396,-77.62580266,7.219515e-05,13.5890,12.7090,12.709
2mer-0+216,-0.37538060,2,-0.37538060,-78.00118326,7.161927e-05,15.3000,12.7430,12.743
2mer-0+238,0.58022757,2,0.58022757,-77.42095569,6.994562e-05,14.9120,12.8430,12.843
2mer-0+128,0.19277993,2,0.19277993,-77.22817576,6.950663e-05,15.5640,12.8700,12.870
2mer-0+210,0.24206884,2,0.24206884,-76.98610692,6.925162e-05,14.9970,12.8860,12.886
2mer-0+319,0.16641005,2,0.16641005,-76.81969687,6.906900e-05,15.0560,12.8980,12.898
2mer-0+177,-0.14594294,2,-0.14594294,-76.96563981,6.905473e-05,15.4540,12.8980,12.898
2mer-0+216,0.16870492,1,0.08435246,-76.88128735,6.770465e-05,15.5520,12.9840,12.984
2mer-0+258,0.14634547,2,0.14634547,-76.73494188,6.746573e-05,15.4620,12.9990,12.999
2mer-0+192,-0.13220631,1,-0.06610315,-76.80104504,6.741173e-05,13.9220,13.0020,13.002
2mer-0+205,-0.37903005,2,-0.37903005,-77.18007508,6.732230e-05,15.4440,13.0080,13.008
2mer-0+233,0.54195520,2,0.54195520,-76.63811988,6.712092e-05,15.0650,13.0210,13.021
2mer-0+345,0.16315920,1,0.08157960,-76.55654028,6.652209e-05,14.8100,13.0600,13.060
2mer-0+331,-0.27043096,1,-0.13521548,-76.69175576,6.627133e-05,14.8120,13.0770,13.077
2mer-0+305,0.27425521,1,0.13712761,-76.55462815,6.614845e-05,14.9850,13.0850,13.085
2mer-0+204,-0.07144699,1,-0.03572349,-76.59035165,6.609530e-05,14.1650,13.0880,13.088
2mer-0+258,-0.15331919,1,-0.07665960,-76.66701124,6.567885e-05,13.9330,13.1160,13.116
2mer-0+231,0.22225379,2,0.22225379,-76.44475745,6.511580e-05,14.0950,13.1530,13.153
2mer-0+313,-0.33499752,2,-0.33499752,-76.77975498,6.347254e-05,15.5500,13.2660,13.266
2mer-0+124,0.27085174,2,0.27085174,-76.50890323,6.347023e-05,14.2010,13.2660,13.266
2mer-0+383,-0.02140116,1,-0.01070058,-76.51960381,6.318754e-05,15.9450,13.2860,13.286
2mer-0+415,-0.33410366,2,-0.33410366,-76.85370748,6.241882e-05,15.6520,13.3400,13.340
2mer-0+196,-0.18879535,2,-0.18879535,-77.04250283,6.192352e-05,14.7260,13.3760,13.376
2mer-0+307,-0.28769666,2,-0.28769666,-77.33019949,6.137645e-05,15.8480,13.4150,13.415
2mer-0+248,0.39849832,1,0.19924916,-77.13095033,6.114952e-05,15.3760,13.4320,13.432
2mer-0+122,-0.10386190,1,-0.05193095,-77.18288128,6.063080e-05,16.1130,13.4700,13.470
2mer-0+251,-0.23379197,1,-0.11689598,-77.29977726,6.010816e-05,15.0060,13.5090,13.509
2mer-0+267,0.24413625,2,0.24413625,-77.05564101,5.985059e-05,14.4170,13.5280,13.528
2mer-0+341,0.17205506,2,0.17205506,-76.88358595,5.957006e-05,15.7130,13.5500,13.550
2mer-0+287,-0.24840716,1,-0.12420358,-77.00778953,5.917881e-05,14.9380,13.5790,13.579
2mer-0+218,0.43069218,2,0.43069218,-76.57709735,5.825736e-05,15.6120,13.6510,13.651
2mer-0+220,0.20578412,2,0.20578412,-76.37131323,5.810917e-05,16.3310,13.6620,13.662
2mer-0+421,-0.23142421,1,-0.11571210,-76.48702533,5.801751e-05,16.1720,13.6690,13.669
2mer-0+234,0.17781690,2,0.17781690,-76.30920844,5.724163e-05,16.2850,13.7310,13.731
2mer-0+163,-0.30111729,1,-0.15055865,-76.45976708,5.684563e-05,14.2770,13.7630,13.763
2mer-0+443,0.18061215,2,0.18061215,-76.27915493,5.671474e-05,15.5020,13.7730,13.773
2mer-0+279,-0.17226669,1,-0.08613335,-76.36528828,5.609234e-05,14.6590,13.8240,13.824
2mer-0+259,0.35427154,1,0.17713577,-76.18815251,5.572411e-05,17.5430,13.8540,13.854
2mer-0+302,-0.17501872,1,-0.08750936,-76.27566187,5.541365e-05,14.5950,13.8800,13.880
2mer-0+376,0.01578277,1,0.00789139,-76.26777048,5.526733e-05,15.4950,13.8920,13.892
2mer-0+255,-0.27802408,2,-0.27802408,-76.54579456,5.389076e-05,15.2980,14.0100,14.010
2mer-0+324,0.29034632,1,0.14517316,-76.40062140,5.377920e-05,17.4750,14.0190,14.019
2mer-0+404,-0.12551284,1,-0.06275642,-76.46337782,5.363235e-05,15.0970,14.0320,14.032
2mer-0+312,0.12419928,2,0.12419928,-76.33917854,5.345818e-05,16.4480,14.0470,14.047
2mer-0+209,-0.20305840,1,-0.10152920,-76.44070774,5.342428e-05,16.6150,14.0500,14.050
2mer-0+441,0.12495309,2,0.12495309,-76.31575465,5.335788e-05,16.6560,14.0560,14.056
2mer-0+447,0.26630613,1,0.13315307,-76.18260158,5.325576e-05,15.9920,14.0650,14.065
2mer-0+194,0.19802000,2,0.19802000,-75.98458159,5.324744e-05,14.8320,14.0660,14.066
2mer-0+435,-0.21542225,2,-0.21542225,-76.20000383,5.321700e-05,16.4580,14.0690,14.069
2mer-0+281,-0.11171764,2,-0.11171764,-76.31172147,5.283973e-05,16.4930,14.1020,14.102
2mer-0+271,0.19192403,2,0.19192403,-76.11979744,5.276250e-05,16.7480,14.1090,14.109
2mer-0+213,-0.03250808,1,-0.01625404,-76.13605149,5.258152e-05,15.2790,14.1250,14.125
2mer-0+366,-0.22935949,2,-0.22935949,-76.36541097,5.239454e-05,16.2660,14.1420,14.142
2mer-0+276,0.35734790,2,0.35734790,-76.00806308,5.234163e-05,16.0480,14.1470,14.147
2mer-0+318,0.14705523,2,0.14705523,-75.86100785,5.230116e-05,16.7010,14.1500,14.150
2mer-0+252,0.27634054,2,0.27634054,-75.58466731,5.194346e-05,14.9880,14.1830,14.183
2mer-0+274,-0.04314388,2,-0.04314388,-75.62781119,5.146837e-05,16.6560,14.2260,14.226
2mer-0+368,-0.22449394,1,-0.11224697,-75.74005816,5.144534e-05,15.2070,14.2280,14.228
2mer-0+134,-0.15133567,2,-0.15133567,-75.89139383,5.123748e-05,15.9730,14.2470,14.247
2mer-0+228,0.21828925,2,0.21828925,-75.67310458,5.102496e-05,16.8640,14.2670,14.267
2mer-0+280,0.23462641,2,0.23462641,-75.43847817,5.099650e-05,14.8320,14.2700,14.270
2mer-0+411,-0.23105978,2,-0.23105978,-75.66953795,5.014942e-05,16.5570,14.3500,14.350
2mer-0+277,0.19171299,1,0.09585650,-75.57368145,4.931388e-05,16.0550,14.4300,14.430
2mer-0+247,-0.14122143,1,-0.07061071,-75.64429217,4.907578e-05,15.1900,14.4540,14.454
2mer-0+378,-0.20112069,1,-0.10056034,-75.74485251,4.875364e-05,17.0890,14.4850,14.485
2mer-0+308,0.17059607,2,0.17059607,-75.57425644,4.872177e-05,16.0450,14.4890,14.489
2mer-0+221,-0.17920723,1,-0.08960362,-75.66386005,4.835543e-05,16.9120,14.5250,14.525
2mer-0+263,-0.22470195,2,-0.22470195,-75.88856201,4.814229e-05,16.7250,14.5470,14.547
2mer-0+407,0.18806337,2,0.18806337,-75.70049863,4.797930e-05,16.0470,14.5630,14.563
2mer-0+399,0.21219576,1,0.10609788,-75.59440075,4.775112e-05,17.6520,14.5860,14.586
2mer-0+540,0.32599440,1,0.16299720,-75.43140355,4.756029e-05,18.3340,14.6060,14.606
2mer-0+363,0.11562412,1,0.05781206,-75.37359149,4.752420e-05,17.2250,14.6090,14.609
2mer-0+324,-0.19303020,2,-0.19303020,-75.56662169,4.731509e-05,15.8220,14.6310,14.631
2mer-0+225,-0.18283115,2,-0.18283115,-75.74945284,4.666115e-05,16.7690,14.6990,14.699
2mer-0+247,-0.05462355,2,-0.05462355,-75.80407639,4.637939e-05,16.5880,14.7290,14.729
2mer-0+434,0.25053182,1,0.12526591,-75.67881048,4.624590e-05,17.9770,14.7430,14.743
2mer-0+266,0.12333595,2,0.12333595,-75.55547453,4.622108e-05,16.6560,14.7450,14.745
2mer-0+269,0.13284347,2,0.13284347,-75.42263106,4.614639e-05,16.5880,14.7530,14.753
2mer-0+559,0.06240404,1,0.03120202,-75.39142904,4.606457e-05,16.8770,14.7620,14.762
2mer-0+226,0.15494488,2,0.15494488,-75.23648416,4.581807e-05,16.4930,14.7880,14.788
2mer-0+318,-0.13115086,2,-0.13115086,-75.36763502,4.573566e-05,17.1060,14.7970,14.797
2mer-0+272,-0.12146374,2,-0.12146374,-75.48909876,4.522700e-05,17.6240,14.8530,14.853
2mer-0+314,0.19042117,2,0.19042117,-75.29867759,4.494103e-05,16.6870,14.8840,14.884
2mer-0+296,0.20231936,2,0.20231936,-75.09635823,4.483119e-05,16.0880,14.8960,14.896
2mer-0+252,-0.13765139,2,-0.13765139,-75.23400961,4.403884e-05,17.0170,14.9850,14.985
2mer-0+270,-0.22382216,1,-0.11191108,-75.34592069,4.390521e-05,16.7010,15.0000,15.000
2mer-0+432,0.02843149,2,0.02843149,-75.31748920,4.330155e-05,17.5730,15.0700,15.070
2mer-0+367,0.17131649,1,0.08565825,-75.23183096,4.329195e-05,18.1380,15.0710,15.071
2mer-0+342,-0.16431170,2,-0.16431170,-75.39614266,4.290958e-05,17.3710,15.1150,15.115
2mer-0+236,-0.13880611,2,-0.13880611,-75.53494877,4.240895e-05,17.7090,15.1750,15.175
2mer-0+381,0.23571919,2,0.23571919,-75.29922958,4.147694e-05,17.0620,15.2870,15.287
2mer-0+570,-0.28779628,2,-0.28779628,-75.58702586,4.141742e-05,18.0830,15.2950,15.295
2mer-0+399,0.17354125,2,0.17354125,-75.41348461,4.136423e-05,16.7300,15.3010,15.301
2mer-0+416,0.12435111,1,0.06217556,-75.35130906,4.135991e-05,18.0560,15.3020,15.302
2mer-0+323,0.12491302,2,0.12491302,-75.22639604,4.135677e-05,17.8960,15.3020,15.302
2mer-0+284,-0.22449671,2,-0.22449671,-75.45089275,4.131688e-05,16.3620,15.3070,15.307
2mer-0+339,0.13457244,2,0.13457244,-75.31632031,4.125146e-05,16.6290,15.3150,15.315
2mer-0+509,-0.06855808,1,-0.03427904,-75.35059935,4.120838e-05,16.9360,15.3200,15.320
2mer-0+337,0.03485085,1,0.01742543,-75.33317392,4.112984e-05,18.4800,15.3300,15.330
2mer-0+239,0.17839324,2,0.17839324,-75.15478068,4.064237e-05,17.1330,15.3910,15.391
2mer-0+240,-0.09899736,2,-0.09899736,-75.25377804,4.063703e-05,18.2640,15.3920,15.392
2mer-0+263,-0.18205107,1,-0.09102553,-75.34480357,4.030727e-05,16.1640,15.4340,15.434
2mer-0+335,0.05168141,2,0.05168141,-75.29312216,4.010751e-05,17.7640,15.4590,15.459
2mer-0+745,-0.02015101,1,-0.01007551,-75.30319767,3.998142e-05,18.0820,15.4760,15.476
2mer-0+319,0.06562271,2,0.06562271,-75.23757495,3.990903e-05,17.8070,15.4850,15.485
2mer-0+472,-0.31371841,2,-0.31371841,-75.55129336,3.957311e-05,18.4380,15.5290,15.529
2mer-0+545,-0.16956952,1,-0.08478476,-75.63607812,3.942636e-05,17.9770,15.5480,15.548
2mer-0+330,-0.17341577,1,-0.08670789,-75.72278601,3.938899e-05,16.0670,15.5530,15.553
2mer-0+292,0.08686279,2,0.08686279,-75.63592322,3.933008e-05,17.5730,15.5610,15.561
2mer-0+406,0.16357866,2,0.16357866,-75.47234456,3.841753e-05,17.1060,15.6830,15.683
2mer-0+289,-0.00221835,1,-0.00110917,-75.47345373,3.807342e-05,18.9080,15.7300,15.730
2mer-0+444,-0.15996808,1,-0.07998404,-75.55343777,3.805594e-05,17.8670,15.7320,15.732
2mer-0+537,0.22319691,1,0.11159846,-75.44183932,3.796104e-05,18.9930,15.7450,15.745
2mer-0+380,-0.17352025,1,-0.08676012,-75.52859944,3.789116e-05,18.2770,15.7550,15.755
2mer-0+385,0.05254168,1,0.02627084,-75.50232860,3.780943e-05,18.7480,15.7660,15.766
2mer-0+475,-0.10960344,2,-0.10960344,-75.61193204,3.749316e-05,17.7020,15.8110,15.811
2mer-0+443,0.18848398,1,0.09424199,-75.51769005,3.739107e-05,17.6890,15.8250,15.825
2mer-0+290,-0.14188217,1,-0.07094109,-75.58863114,3.737037e-05,17.9440,15.8280,15.828
2mer-0+476,-0.11033878,2,-0.11033878,-75.69896992,3.733233e-05,17.9740,15.8330,15.833
2mer-0+358,-0.20236042,1,-0.10118021,-75.80015013,3.719290e-05,16.7430,15.8530,15.853
2mer-0+423,-0.10896771,2,-0.10896771,-75.90911784,3.716829e-05,18.1810,15.8570,15.857
2mer-0+604,0.10079688,2,0.10079688,-75.80832096,3.700675e-05,18.4870,15.8800,15.880
2mer-0+519,-0.19772994,2,-0.19772994,-76.00605089,3.689006e-05,18.4380,15.8960,15.896
