N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A)
2mer-0+2033,-0.02296079,2,-0.02296079,-76.12802131,5.918136e-06,32.0570,29.2550,29.255
2mer-0+1981,-0.02063059,1,-0.01031530,-76.13833661,5.916122e-06,30.2410,29.2590,29.259
2mer-0+2484,0.03652669,1,0.01826335,-76.12007326,5.914210e-06,31.1990,29.2620,29.262
2mer-0+2261,-0.01995297,2,-0.01995297,-76.14002623,5.912653e-06,31.2340,29.2640,29.264
2mer-0+2010,-0.00798260,2,-0.00798260,-76.14800883,5.909173e-06,32.1140,29.2700,29.270
2mer-0+2130,-0.00385393,2,-0.00385393,-76.15186276,5.905307e-06,31.0120,29.2770,29.277
2mer-0+2018,-0.02587281,2,-0.02587281,-76.17773556,5.898232e-06,31.6630,29.2880,29.288
2mer-0+2256,-0.00347265,2,-0.00347265,-76.18120821,5.891595e-06,31.0730,29.2990,29.299
2mer-0+2528,-0.01992301,2,-0.01992301,-76.20113122,5.889824e-06,31.3840,29.3020,29.302
2mer-0+2717,0.00955163,2,0.00955163,-76.19157959,5.886567e-06,31.6870,29.3080,29.308
2mer-0+2074,0.01702182,2,0.01702182,-76.17455776,5.886300e-06,31.8790,29.3080,29.308
2mer-0+2735,-0.00971040,1,-0.00485520,-76.17941296,5.885638e-06,31.9630,29.3090,29.309
2mer-0+1944,-0.02194636,2,-0.02194636,-76.20135933,5.882796e-06,31.9400,29.3140,29.314
2mer-0+2387,0.06609077,1,0.03304538,-76.16831394,5.881124e-06,31.6140,29.3170,29.317
2mer-0+1934,0.03734302,2,0.03734302,-76.13097092,5.877310e-06,30.2180,29.3230,29.323
2mer-0+2411,0.04575245,2,0.04575245,-76.08521847,5.873428e-06,32.6150,29.3290,29.329
2mer-0+2415,0.03259407,2,0.03259407,-76.05262440,5.871864e-06,30.8830,29.3320,29.332
2mer-0+2299,-0.00097616,1,-0.00048808,-76.05311248,5.871389e-06,31.3820,29.3330,29.333
2mer-0+2509,-0.03545856,1,-0.01772928,-76.07084176,5.868255e-06,30.5830,29.3380,29.338
2mer-0+1998,-0.03106964,1,-0.01553482,-76.08637658,5.866718e-06,32.0130,29.3410,29.341
2mer-0+2310,0.03693145,2,0.03693145,-76.04944513,5.864850e-06,30.5920,29.3440,29.344
2mer-0+2333,0.04685062,2,0.04685062,-76.00259451,5.857122e-06,32.6400,29.3570,29.357
2mer-0+2081,0.00857285,2,0.00857285,-75.99402166,5.854092e-06,31.6570,29.3620,29.362
2mer-0+2128,0.04341966,1,0.02170983,-75.97231183,5.847584e-06,31.2850,29.3730,29.373
2mer-0+2007,-0.02194107,1,-0.01097053,-75.98328236,5.844254e-06,31.3600,29.3780,29.378
2mer-0+1920,-0.00969365,2,-0.00969365,-75.99297601,5.843383e-06,31.1460,29.3800,29.380
2mer-0+2753,-0.03065811,1,-0.01532906,-76.00830507,5.839351e-06,31.4750,29.3860,29.386
2mer-0+2599,-0.00840263,1,-0.00420132,-76.01250638,5.838447e-06,30.9590,29.3880,29.388
2mer-0+2545,0.01707574,1,0.00853787,-76.00396851,5.831911e-06,31.1340,29.3990,29.399
2mer-0+2254,-0.03721721,2,-0.03721721,-76.04118573,5.829522e-06,30.8560,29.4030,29.403
2mer-0+2392,0.01808580,1,0.00904290,-76.03214283,5.815169e-06,31.0000,29.4270,29.427
2mer-0+2095,-0.02838816,2,-0.02838816,-76.06053098,5.811167e-06,31.5880,29.4340,29.434
2mer-0+2679,0.03353359,1,0.01676679,-76.04376419,5.806993e-06,32.3580,29.4410,29.441
2mer-0+2781,-0.03000198,1,-0.01500099,-76.05876518,5.804409e-06,31.9450,29.4450,29.445
2mer-0+1963,-0.03190004,1,-0.01595002,-76.07471521,5.799492e-06,31.6090,29.4540,29.454
2mer-0+2552,0.01334110,1,0.00667055,-76.06804465,5.798283e-06,31.7810,29.4560,29.456
2mer-0+2644,-0.02828972,1,-0.01414486,-76.08218951,5.796881e-06,31.6510,29.4580,29.458
2mer-0+2295,-0.05558391,2,-0.05558391,-76.13777342,5.794539e-06,32.2610,29.4620,29.462
2mer-0+1943,-0.03727666,2,-0.03727666,-76.17505008,5.791545e-06,30.4110,29.4670,29.467
2mer-0+2684,0.00955086,2,0.00955086,-76.16549922,5.783600e-06,31.8000,29.4810,29.481
2mer-0+2260,-0.03960731,1,-0.01980365,-76.18530287,5.772864e-06,29.5570,29.4990,29.499
2mer-0+2144,-0.04398549,2,-0.04398549,-76.22928837,5.772858e-06,32.0820,29.4990,29.499
2mer-0+1907,0.02872293,2,0.02872293,-76.20056544,5.769419e-06,30.8840,29.5050,29.505
2mer-0+1971,-0.01057017,2,-0.01057017,-76.21113561,5.769181e-06,30.9470,29.5050,29.505
2mer-0+2518,0.00873523,1,0.00436762,-76.20676799,5.768295e-06,31.7180,29.5070,29.507
2mer-0+2215,-0.02768981,2,-0.02768981,-76.23445780,5.764365e-06,31.9390,29.5130,29.513
2mer-0+2794,0.00269939,1,0.00134969,-76.23310811,5.760946e-06,32.0500,29.5190,29.519
2mer-0+2353,-0.05500426,2,-0.05500426,-76.28811236,5.753970e-06,32.2600,29.5310,29.531
2mer-0+1991,-0.01475933,1,-0.00737966,-76.29549203,5.751340e-06,30.6420,29.5360,29.536
2mer-0+2555,0.02175319,1,0.01087660,-76.28461543,5.749514e-06,31.3390,29.5390,29.539
2mer-0+1994,0.03874023,2,0.03874023,-76.24587520,5.747219e-06,29.8080,29.5430,29.543
2mer-0+2191,-0.02875222,2,-0.02875222,-76.27462742,5.745167e-06,31.9070,29.5460,29.546
2mer-0+2218,-0.00637023,1,-0.00318512,-76.27781253,5.731284e-06,32.3770,29.5700,29.570
2mer-0+2329,-0.02225605,1,-0.01112803,-76.28894056,5.728830e-06,30.5550,29.5740,29.574
2mer-0+2394,-0.01368719,2,-0.01368719,-76.30262775,5.717410e-06,31.6970,29.5940,29.594
2mer-0+2326,0.06394341,1,0.03197170,-76.27065605,5.703446e-06,31.8640,29.6180,29.618
2mer-0+2351,-0.05358420,2,-0.05358420,-76.32424025,5.700000e-06,32.4280,29.6240,29.624
2mer-0+2088,0.00450644,1,0.00225322,-76.32198703,5.685231e-06,30.9510,29.6500,29.650
2mer-0+2514,-0.01605937,2,-0.01605937,-76.33804639,5.680064e-06,31.5940,29.6590,29.659
2mer-0+2086,-0.03822496,2,-0.03822496,-76.37627135,5.678587e-06,30.7330,29.6610,29.661
2mer-0+2049,-0.01899672,2,-0.01899672,-76.39526807,5.675139e-06,31.8300,29.6670,29.667
2mer-0+2169,-0.03663115,1,-0.01831558,-76.41358365,5.673037e-06,30.1060,29.6710,29.671
2mer-0+1980,-0.02412518,2,-0.02412518,-76.43770883,5.672786e-06,31.8910,29.6710,29.671
2mer-0+2318,-0.03195008,2,-0.03195008,-76.46965892,5.671285e-06,32.1010,29.6740,29.674
2mer-0+2132,-0.02912379,2,-0.02912379,-76.49878271,5.668417e-06,31.9390,29.6790,29.679
2mer-0+2461,-0.05475037,2,-0.05475037,-76.55353308,5.657704e-06,32.6450,29.6980,29.698
2mer-0+2640,0.01077910,1,0.00538955,-76.54814353,5.656833e-06,31.3450,29.6990,29.699
2mer-0+2355,-0.05535136,2,-0.05535136,-76.60349488,5.655949e-06,32.6100,29.7010,29.701
2mer-0+2082,-0.03384617,2,-0.03384617,-76.63734105,5.655788e-06,30.6770,29.7010,29.701
2mer-0+2268,-0.00708161,2,-0.00708161,-76.64442267,5.649957e-06,31.5140,29.7110,29.711
2mer-0+2573,0.01272522,2,0.01272522,-76.63169744,5.648858e-06,31.5740,29.7130,29.713
2mer-0+2369,0.02083061,2,0.02083061,-76.61086684,5.642985e-06,31.2990,29.7230,29.723
2mer-0+2176,0.01612183,2,0.01612183,-76.59474501,5.642911e-06,31.8330,29.7240,29.724
2mer-0+2325,-0.05337789,2,-0.05337789,-76.64812290,5.634025e-06,32.4960,29.7390,29.739
2mer-0+2302,0.00198047,2,0.00198047,-76.64614243,5.631443e-06,31.7070,29.7440,29.744
2mer-0+2026,0.00931080,2,0.00931080,-76.63683163,5.630135e-06,32.1900,29.7460,29.746
2mer-0+2287,-0.03455560,2,-0.03455560,-76.67138723,5.627758e-06,31.1190,29.7500,29.750
2mer-0+2048,0.01661920,2,0.01661920,-76.65476803,5.623887e-06,30.9970,29.7570,29.757
2mer-0+2677,0.01363930,2,0.01363930,-76.64112873,5.620647e-06,31.5390,29.7630,29.763
2mer-0+2107,-0.02253610,1,-0.01126805,-76.65239678,5.614861e-06,30.6800,29.7730,29.773
2mer-0+2188,0.02208045,2,0.02208045,-76.63031634,5.611750e-06,31.3520,29.7780,29.778
2mer-0+2705,0.02096259,1,0.01048129,-76.61983504,5.607560e-06,32.4330,29.7860,29.786
2mer-0+2278,-0.05044288,2,-0.05044288,-76.67027792,5.605645e-06,32.5650,29.7890,29.789
2mer-0+2360,-0.00140063,1,-0.00070031,-76.67097824,5.604167e-06,31.8440,29.7920,29.792
2mer-0+2740,0.04460080,1,0.02230040,-76.64867784,5.603807e-06,33.1940,29.7920,29.792
2mer-0+1969,-0.02679676,1,-0.01339838,-76.66207622,5.601381e-06,30.4510,29.7970,29.797
2mer-0+2070,0.01943506,2,0.01943506,-76.64264115,5.600099e-06,30.7730,29.7990,29.799
2mer-0+1946,-0.02776580,2,-0.02776580,-76.67040695,5.598911e-06,31.2020,29.8010,29.801
2mer-0+2309,0.01260666,2,0.01260666,-76.65780029,5.596365e-06,32.4220,29.8060,29.806
2mer-0+2271,-0.01483000,2,-0.01483000,-76.67263029,5.589250e-06,30.7660,29.8180,29.818
2mer-0+2282,0.01359615,2,0.01359615,-76.65903414,5.588630e-06,32.5180,29.8190,29.819
2mer-0+2914,-0.02590170,1,-0.01295085,-76.67198499,5.582922e-06,32.1470,29.8300,29.830
2mer-0+2468,-0.02352055,1,-0.01176028,-76.68374527,5.578617e-06,30.5420,29.8370,29.837
2mer-0+2704,0.01617894,1,0.00808947,-76.67565580,5.575359e-06,32.2490,29.8430,29.843
2mer-0+2522,-0.05210340,2,-0.05210340,-76.72775920,5.569904e-06,32.5460,29.8530,29.853
2mer-0+2140,0.02219842,2,0.02219842,-76.70556078,5.567396e-06,31.4260,29.8570,29.857
2mer-0+2831,-0.02792914,1,-0.01396457,-76.71952535,5.567371e-06,31.8570,29.8570,29.857
2mer-0+2105,-0.02349376,2,-0.02349376,-76.74301911,5.557642e-06,32.3100,29.8750,29.875
2mer-0+2554,-0.05193195,2,-0.05193195,-76.79495106,5.551439e-06,32.5950,29.8860,29.886
2mer-0+2812,0.01152933,2,0.01152933,-76.78342173,5.545500e-06,31.9750,29.8970,29.897
2mer-0+2008,0.02210546,2,0.02210546,-76.76131627,5.542317e-06,31.9500,29.9020,29.902
2mer-0+2155,-0.03214339,1,-0.01607169,-76.77738796,5.540300e-06,31.9330,29.9060,29.906
2mer-0+2536,-0.01371407,2,-0.01371407,-76.79110203,5.538011e-06,31.9650,29.9100,29.910
2mer-0+2516,-0.05081025,2,-0.05081025,-76.84191227,5.532759e-06,32.6890,29.9190,29.919
2mer-0+2652,0.02314104,1,0.01157052,-76.83034175,5.531729e-06,32.7100,29.9210,29.921
2mer-0+2041,0.00441395,1,0.00220697,-76.82813478,5.529614e-06,31.2320,29.9250,29.925
2mer-0+2038,-0.02229004,2,-0.02229004,-76.85042482,5.525810e-06,32.1940,29.9320,29.932
2mer-0+2446,0.03990590,2,0.03990590,-76.81051892,5.517008e-06,33.1730,29.9480,29.948
2mer-0+2167,0.01193623,2,0.01193623,-76.79858269,5.514922e-06,32.4010,29.9520,29.952
2mer-0+2231,0.02707245,2,0.02707245,-76.77151024,5.511820e-06,30.8890,29.9570,29.957
2mer-0+2002,0.00839077,2,0.00839077,-76.76311947,5.509140e-06,31.9500,29.9620,29.962
2mer-0+2546,0.04023992,2,0.04023992,-76.72287955,5.503087e-06,33.1960,29.9730,29.973
2mer-0+2178,-0.01765942,1,-0.00882971,-76.73170926,5.502300e-06,33.0190,29.9750,29.975
2mer-0+2143,-0.03142256,1,-0.01571128,-76.74742054,5.495824e-06,32.0640,29.9860,29.986
2mer-0+2579,0.00323167,1,0.00161584,-76.74580470,5.491778e-06,32.0630,29.9940,29.994
2mer-0+2303,-0.01277838,2,-0.01277838,-76.75858308,5.488850e-06,32.0820,29.9990,29.999
