distance,nmer_name,Uind_md,Udf,Unb,Ues,Uind_sapt,ind20_fit,dhf_fit,time_per_system
15.435,2mer-0+337,-0.00012313971644783612,6.014860031503966e-05,-0.022209162517614497,-0.022209162517614497,-0.00014695,-0.00012313971644783612,1.2072501750315565e-06,0.1544460172106506
15.459,2mer-0+313,-7.697386331033285e-05,3.235350212630633e-05,0.010323573816706365,0.010323573816706365,-0.00011262,-7.697386331033285e-05,1.1628906091924466e-06,0.1544460172106506
15.511,2mer-0+326,-4.791393547996149e-05,2.087923938785049e-05,0.015717380435626784,0.015717380435626784,-8.656e-05,-4.791393547996149e-05,8.339804247568525e-07,0.1544460172106506
15.523,2mer-0+296,-6.643075661236907e-05,3.281484428435764e-05,-0.02033576331954103,-0.02033576331954103,-8.995e-05,-6.643075661236907e-05,4.17362000851721e-07,0.1544460172106506
15.527,2mer-0+289,-9.982589099930824e-05,4.594773358367245e-05,-0.023426254935183268,-0.023426254935183268,-0.0001398,-9.982589099930824e-05,1.1324795730813644e-06,0.1544460172106506
15.633,2mer-0+336,-8.216223504608006e-05,4.2917144554393794e-05,-0.03583416300400119,-0.03583416300400119,-0.00011974,-8.216223504608006e-05,2.5739069660035704e-06,0.1544460172106506
15.645,2mer-0+273,-6.727982692659896e-05,2.9904884529306374e-05,0.02034986461763326,0.02034986461763326,-0.00012038,-6.727982692659896e-05,2.7189746251651844e-06,0.1544460172106506
15.653,2mer-0+250,-6.71597229788016e-05,3.507550851631909e-05,-0.008293568150695402,-0.008293568150695402,-0.00011882,-6.71597229788016e-05,2.5151840902631924e-06,0.1544460172106506
15.683,2mer-0+334,-5.9459784059372584e-05,2.4272294319042957e-05,0.015099908520131341,0.015099908520131341,-9.169e-05,-5.9459784059372584e-05,2.3480819989472067e-07,0.1544460172106506
15.695,2mer-0+231,-0.00017325506505742397,8.147200685559536e-05,-0.02995556129898083,-0.02995556129898083,-0.00019812,-0.00017325506505742397,2.2529210649707457e-06,0.1544460172106506
15.737,2mer-0+225,-0.00015048558752084126,7.242018740281801e-05,-0.021697515379213897,-0.021697515379213897,-0.00017592,-0.00015048558752084126,1.0010206816800108e-07,0.1544460172106506
15.775,2mer-0+356,-8.443245729019056e-05,3.997513650981506e-05,0.018927855879096633,0.018927855879096633,-0.00012624,-8.443245729019056e-05,7.676953444839644e-07,0.1544460172106506
15.812,2mer-0+384,-0.00021965308067501037,0.00010469129230636216,0.029144682917615107,0.029144682917615107,-0.00022019,-0.00021965308067501037,2.4462610247381005e-06,0.1544460172106506
15.882,2mer-0+364,-6.064329907227806e-05,2.4268895741560212e-05,0.016056788896479417,0.016056788896479417,-9.187e-05,-6.064329907227806e-05,2.7347577864597322e-06,0.1544460172106506
15.926,2mer-0+240,-7.019644245731681e-05,2.9700606151353964e-05,0.010301618884730444,0.010301618884730444,-0.00010947,-7.019644245731681e-05,2.659178966783627e-06,0.1544460172106506
15.943,2mer-0+402,-0.00021055406339579646,9.881476742179295e-05,0.04041677210291103,0.04041677210291103,-0.00020053,-0.00021055406339579646,1.4826405001453855e-06,0.1544460172106506
15.965,2mer-0+245,-8.114024913301814e-05,2.866209794823867e-05,0.0180137054720492,0.0180137054720492,-0.00013847,-8.114024913301814e-05,1.1141617406018086e-06,0.1544460172106506
15.977,2mer-0+333,-6.733341160649001e-05,2.994402613104249e-05,-0.016976853758081688,-0.016976853758081688,-0.00010794,-6.733341160649001e-05,6.805530791714433e-07,0.1544460172106506
15.987,2mer-0+232,-0.00015597658127104334,7.703967107605657e-05,-0.027275627524331034,-0.027275627524331034,-0.00017531,-0.00015597658127104334,5.322470067675023e-07,0.1544460172106506
16.009,2mer-0+395,-9.250322881142024e-05,4.278647768829464e-05,0.01847084311796134,0.01847084311796134,-0.00013344,-9.250322881142024e-05,2.654622983645551e-07,0.1544460172106506
16.115,2mer-0+246,-4.842781452839615e-05,2.3807985153745755e-05,0.01449268778287188,0.01449268778287188,-9.371e-05,-4.842781452839615e-05,1.6882501464477912e-06,0.1544460172106506
16.116,2mer-0+276,-6.071866534136639e-05,3.112253133563802e-05,-0.004360453508935851,-0.004360453508935851,-0.00011078,-6.071866534136639e-05,2.4697334556355045e-07,0.1544460172106506
16.214,2mer-0+279,-4.1938032571706675e-05,2.08677081983631e-05,0.017062987645989288,0.017062987645989288,-8.612e-05,-4.1938032571706675e-05,3.6946075488626154e-07,0.1544460172106506
16.229,2mer-0+297,-0.00011226484387164126,5.053780851744478e-05,-0.020600547595327964,-0.020600547595327964,-0.00014175,-0.00011226484387164126,1.848112946297145e-06,0.1544460172106506
16.242,2mer-0+275,-5.296579443148647e-05,2.774155859695705e-05,-0.007392262537634865,-0.007392262537634865,-0.00010153,-5.296579443148647e-05,5.966543252520413e-07,0.1544460172106506
16.279,2mer-0+255,-4.9959056046058427e-05,2.4739930545486666e-05,-0.0013478058491493278,-0.0013478058491493278,-9.306e-05,-4.9959056046058427e-05,2.7290709710574706e-07,0.1544460172106506
16.314,2mer-0+409,-5.063723624571944e-05,2.2736619700562594e-05,-0.0234336767818466,-0.0234336767818466,-0.00011154,-5.063723624571944e-05,1.663063296078286e-07,0.1544460172106506
16.322,2mer-0+269,-9.68558605263939e-05,4.506056284109088e-05,-0.010294615426467375,-0.010294615426467375,-0.00013306,-9.68558605263939e-05,3.4178206947346314e-08,0.1544460172106506
16.338,2mer-0+270,-4.939973342362112e-05,1.959208403956128e-05,0.005936297007256434,0.005936297007256434,-0.00010486,-4.939973342362112e-05,1.3928112882504025e-06,0.1544460172106506
16.434,2mer-0+363,-9.040013202843308e-05,3.793037465292642e-05,-0.00928586309806413,-0.00928586309806413,-0.00011253,-9.040013202843308e-05,1.581884591065813e-07,0.1544460172106506
16.471,2mer-0+354,-4.82292897799492e-05,1.6438532292661263e-05,0.006472512553689713,0.006472512553689713,-0.00011585,-4.82292897799492e-05,1.3926505708644495e-06,0.1544460172106506
16.485,2mer-0+274,-6.80567295717453e-05,2.404076972107531e-05,0.012822209997795066,0.012822209997795066,-0.00012462,-6.80567295717453e-05,2.3238272671466307e-06,0.1544460172106506
16.516,2mer-0+420,-0.00015206243826935457,7.372449336701134e-05,0.009429906156152456,0.009429906156152456,-0.00016552,-0.00015206243826935457,3.6270906388503676e-07,0.1544460172106506
16.579,2mer-0+311,-3.8116402370453965e-05,2.0730610812982428e-05,0.004216069615371366,0.004216069615371366,-8.27e-05,-3.8116402370453965e-05,5.024720818747827e-07,0.1544460172106506
16.605,2mer-0+377,-3.405846659184639e-05,1.7092902750472332e-05,0.016780591432740164,0.016780591432740164,-7.105e-05,-3.405846659184639e-05,9.8143609720866e-07,0.1544460172106506
16.659,2mer-0+456,-0.00011892016944235619,5.8496143476974934e-05,0.008085774924015953,0.008085774924015953,-0.00012727,-0.00011892016944235619,3.9974913647711434e-07,0.1544460172106506
16.694,2mer-0+266,-6.760366352036209e-05,2.427500067650558e-05,0.014363684442798282,0.014363684442798282,-0.00012027,-6.760366352036209e-05,2.533935364971059e-06,0.1544460172106506
16.728,2mer-0+341,-3.6656710155266104e-05,1.6533229153918333e-05,0.02014993278987866,0.02014993278987866,-8.676e-05,-3.6656710155266104e-05,1.1318522056015154e-06,0.1544460172106506
16.732,2mer-0+318,-5.926982081683972e-05,2.9935892850070605e-05,-0.02377465573980506,-0.02377465573980506,-9.997e-05,-5.926982081683972e-05,1.3541445798246415e-06,0.1544460172106506
16.744,2mer-0+346,-3.540724462416839e-05,2.0355455243486064e-05,-0.0188484903432257,-0.0188484903432257,-7.214e-05,-3.540724462416839e-05,2.0067150828217796e-06,0.1544460172106506
16.792,2mer-0+419,-0.00014683061913100422,7.019094876735914e-05,0.017520170567889036,0.017520170567889036,-0.00014888,-0.00014683061913100422,1.1906879681473127e-06,0.1544460172106506
16.8,2mer-0+388,-5.0384976153999034e-05,2.190142628738872e-05,0.007316200020172948,0.007316200020172948,-9.232e-05,-5.0384976153999034e-05,2.2185649090683872e-06,0.1544460172106506
16.819,2mer-0+272,-4.3268777782125834e-05,1.8304610698634826e-05,0.0044363012386999506,0.0044363012386999506,-8.531e-05,-4.3268777782125834e-05,5.213505153302448e-07,0.1544460172106506
16.846,2mer-0+261,-0.00013284597139504855,6.499408070286222e-05,-0.027774829661430227,-0.027774829661430227,-0.00015352,-0.00013284597139504855,-3.653594960904427e-08,0.1544460172106506
16.881,2mer-0+386,-2.7191375557444763e-05,1.420612525749804e-05,-0.012352998644425258,-0.012352998644425258,-6.518e-05,-2.7191375557444763e-05,2.588716359399107e-06,0.1544460172106506
16.908,2mer-0+360,-2.9918437651851714e-05,1.1724165191770761e-05,0.000666184862383451,0.000666184862383451,-9.407e-05,-2.9918437651851714e-05,1.95407574278838e-07,0.1544460172106506
16.96,2mer-0+477,-0.0001328860900478036,6.167116991421448e-05,0.0325719890724267,0.0325719890724267,-0.00012542,-0.0001328860900478036,2.1935285089908866e-06,0.1544460172106506
16.97,2mer-0+436,-0.0001352026759965242,6.31294954255104e-05,0.030268110367260594,0.030268110367260594,-0.00012483,-0.0001352026759965242,6.11977693479982e-07,0.1544460172106506
16.992,2mer-0+417,-3.2730429778897305e-05,1.3572652238804907e-05,0.01182898366745725,0.01182898366745725,-7.159e-05,-3.2730429778897305e-05,1.6907617066408607e-06,0.1544460172106506
