N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A)
2mer-0+354,0.02020476,2,0.02020476,-84.83276013,3.316007e-05,20.3890,16.4710,16.471
2mer-0+274,0.03416621,2,0.03416621,-84.79859392,3.307964e-05,19.6480,16.4850,16.485
2mer-0+420,0.02926449,2,0.02926449,-84.76932943,3.288935e-05,18.9700,16.5160,16.516
2mer-0+311,0.02020407,2,0.02020407,-84.74912536,3.251924e-05,20.0200,16.5790,16.579
2mer-0+377,0.03434504,2,0.03434504,-84.71478032,3.236661e-05,20.3710,16.6050,16.605
2mer-0+456,0.01097270,2,0.01097270,-84.70380762,3.205180e-05,18.8390,16.6590,16.659
2mer-0+266,0.03689526,2,0.03689526,-84.66691236,3.184841e-05,19.7010,16.6940,16.694
2mer-0+341,0.04254426,2,0.04254426,-84.62436810,3.165713e-05,19.1430,16.7280,16.728
2mer-0+318,-0.05207827,2,-0.05207827,-84.67644637,3.163534e-05,18.7860,16.7320,16.732
2mer-0+346,-0.03784945,2,-0.03784945,-84.71429582,3.156581e-05,20.4640,16.7440,16.744
2mer-0+419,0.04281580,2,0.04281580,-84.67148002,3.129895e-05,18.9790,16.7920,16.792
2mer-0+388,0.01113813,2,0.01113813,-84.66034189,3.125094e-05,19.0000,16.8000,16.800
2mer-0+272,0.00823406,2,0.00823406,-84.65210783,3.114697e-05,19.9620,16.8190,16.819
2mer-0+261,-0.05298478,2,-0.05298478,-84.70509261,3.099919e-05,19.0000,16.8460,16.846
2mer-0+386,-0.02887369,2,-0.02887369,-84.73396630,3.080223e-05,20.4390,16.8810,16.881
2mer-0+360,-0.00187841,2,-0.00187841,-84.73584471,3.065426e-05,19.9620,16.9080,16.908
2mer-0+477,0.06510996,2,0.06510996,-84.67073475,3.037665e-05,18.9700,16.9600,16.960
2mer-0+436,0.06252242,2,0.06252242,-84.60821233,3.032119e-05,18.9790,16.9700,16.970
2mer-0+417,0.02265138,2,0.02265138,-84.58556095,3.020464e-05,20.1660,16.9920,16.992
2mer-0+323,0.02406865,2,0.02406865,-84.56149230,2.995003e-05,20.4310,17.0400,17.040
2mer-0+332,-0.06944037,2,-0.06944037,-84.63093267,2.947596e-05,19.9670,17.1310,17.131
2mer-0+301,0.01743880,2,0.01743880,-84.61349387,2.930287e-05,18.8040,17.1640,17.164
2mer-0+278,-0.04261768,2,-0.04261768,-84.65611155,2.911498e-05,19.4220,17.2010,17.201
2mer-0+373,-0.07051391,2,-0.07051391,-84.72662546,2.902951e-05,20.3300,17.2180,17.218
2mer-0+361,-0.01680458,2,-0.01680458,-84.74343004,2.868937e-05,20.7100,17.2860,17.286
2mer-0+374,0.02176181,2,0.02176181,-84.72166823,2.864403e-05,21.2160,17.2950,17.295
2mer-0+415,-0.02834909,2,-0.02834909,-84.75001732,2.847017e-05,20.4390,17.3300,17.330
2mer-0+362,-0.01051771,2,-0.01051771,-84.76053503,2.839792e-05,20.7600,17.3450,17.345
2mer-0+399,-0.04342528,2,-0.04342528,-84.80396031,2.839228e-05,19.2210,17.3460,17.346
2mer-0+455,-0.01987475,2,-0.01987475,-84.82383506,2.822180e-05,19.7420,17.3810,17.381
2mer-0+410,-0.02724525,2,-0.02724525,-84.85108031,2.808447e-05,21.2410,17.4090,17.409
2mer-0+305,0.01135173,2,0.01135173,-84.83972858,2.779416e-05,20.7660,17.4700,17.470
2mer-0+383,-0.04063275,2,-0.04063275,-84.88036133,2.766799e-05,20.4810,17.4960,17.496
2mer-0+322,0.00104841,2,0.00104841,-84.87931292,2.746737e-05,19.3510,17.5390,17.539
2mer-0+353,0.01391570,2,0.01391570,-84.86539722,2.743307e-05,20.1660,17.5460,17.546
2mer-0+358,-0.04871539,2,-0.04871539,-84.91411261,2.712493e-05,18.7860,17.6120,17.612
2mer-0+371,0.00180984,2,0.00180984,-84.91230277,2.702871e-05,19.4220,17.6330,17.633
2mer-0+369,-0.00033755,2,-0.00033755,-84.91264032,2.696944e-05,20.9340,17.6460,17.646
2mer-0+453,-0.04588949,2,-0.04588949,-84.95852981,2.671756e-05,20.0030,17.7010,17.701
2mer-0+299,0.03270425,2,0.03270425,-84.92582556,2.671493e-05,20.5830,17.7020,17.702
2mer-0+352,0.00295155,2,0.00295155,-84.92287401,2.637697e-05,20.3710,17.7770,17.777
2mer-0+324,0.03342285,2,0.03342285,-84.88945116,2.634041e-05,20.6420,17.7850,17.785
2mer-0+411,-0.05483158,2,-0.05483158,-84.94428274,2.607161e-05,20.7840,17.8460,17.846
2mer-0+349,-0.05331483,2,-0.05331483,-84.99759757,2.595218e-05,20.4320,17.8740,17.874
2mer-0+475,0.02362185,2,0.02362185,-84.97397572,2.594601e-05,21.4670,17.8750,17.875
2mer-0+478,-0.04091339,2,-0.04091339,-85.01488911,2.578775e-05,20.5510,17.9110,17.911
2mer-0+393,0.00021163,2,0.00021163,-85.01467748,2.568825e-05,20.7660,17.9350,17.935
2mer-0+449,-0.05712588,2,-0.05712588,-85.07180336,2.553258e-05,21.1330,17.9710,17.971
2mer-0+422,-0.03649870,2,-0.03649870,-85.10830206,2.536102e-05,20.5840,18.0110,18.011
2mer-0+416,-0.00629377,2,-0.00629377,-85.11459583,2.507826e-05,21.5980,18.0790,18.079
2mer-0+435,0.02720632,2,0.02720632,-85.08738951,2.506025e-05,21.2940,18.0830,18.083
2mer-0+508,0.00333030,2,0.00333030,-85.08405921,2.482907e-05,20.6580,18.1390,18.139
2mer-0+421,-0.02167045,2,-0.02167045,-85.10572966,2.469415e-05,21.4540,18.1720,18.172
2mer-0+466,-0.05533834,2,-0.05533834,-85.16106800,2.439397e-05,21.4810,18.2460,18.246
2mer-0+372,-0.05431045,2,-0.05431045,-85.21537845,2.432614e-05,20.7840,18.2630,18.263
2mer-0+469,0.02741236,2,0.02741236,-85.18796609,2.421362e-05,20.9010,18.2910,18.291
2mer-0+470,0.03344974,2,0.03344974,-85.15451635,2.415044e-05,20.0200,18.3070,18.307
2mer-0+432,-0.04062870,2,-0.04062870,-85.19514505,2.400672e-05,21.2310,18.3440,18.344
2mer-0+526,0.00890207,2,0.00890207,-85.18624298,2.400281e-05,21.8330,18.3450,18.345
2mer-0+405,-0.05364714,2,-0.05364714,-85.23989012,2.400147e-05,21.1330,18.3450,18.345
2mer-0+438,0.01137773,2,0.01137773,-85.22851239,2.386041e-05,21.9610,18.3810,18.381
2mer-0+401,-0.00012373,2,-0.00012373,-85.22863612,2.380202e-05,21.0000,18.3960,18.396
2mer-0+527,0.02329631,2,0.02329631,-85.20533981,2.377178e-05,20.9010,18.4040,18.404
2mer-0+482,0.01978871,2,0.01978871,-85.18555110,2.366678e-05,21.0910,18.4310,18.431
2mer-0+505,0.02165268,2,0.02165268,-85.16389842,2.295474e-05,21.8660,18.6200,18.620
2mer-0+484,-0.02019829,2,-0.02019829,-85.18409671,2.292842e-05,21.4670,18.6270,18.627
