distance,nmer_name,Uind_md,Udf,Unb,Uind_sapt,Uind_omm,Udf_omm,Unb_omm
10.293,2mer-0+146,-0.0014514135291247238,0.0014571728431253413,-0.3725680128867538,-0.0016349,-0.0018377304950263351,0.0010735411196947098,-0.37284064292907715
10.486,2mer-0+106,-0.001014491088084622,0.0010168260743474414,-0.3116282936357138,-0.00122149,-0.0008012056059669703,0.0011922011617571115,-0.3120112419128418
10.568,2mer-0+98,-0.0019432679948451694,0.0019401690306957357,-0.10560892001963962,-0.00223037,-0.0017795563835534267,0.002064647153019905,-0.10654973983764648
10.655,2mer-0+86,-0.0023598495064675673,0.00235321813368591,0.0774394763286623,-0.00274631,-0.002034187207755167,0.0025263188872486353,0.07687664031982422
10.676,2mer-0+76,-0.00104763101155892,0.001049786044916663,-0.2869530756717415,-0.00126254,-0.0005366802506614476,0.001425919122993946,-0.2871541976928711
10.678,2mer-0+58,-0.0019329415792240106,0.0019390959543989627,-0.1738075572212247,-0.00230432,-0.0015392303321277723,0.0024904045276343822,-0.17384052276611328
10.697,2mer-0+140,-0.0015609319434229762,0.0015651089673230792,-0.08019533815135167,-0.00170526,-0.002171993266529171,0.0009804066503420472,-0.0803828239440918
10.725,2mer-0+182,-0.005557098491653807,0.005520221263328845,0.7996504069713843,-0.00586229,-0.005833625764353201,0.005208462011069059,0.7990283966064453
10.77,2mer-0+80,-0.0016058933717644603,0.001601573826346569,0.07010949697520712,-0.00197311,-0.001778125690179877,0.001526308013126254,0.07001161575317383
10.786,2mer-0+67,-0.0035941580421759694,0.0036119642055349108,-0.6027247546884436,-0.00416632,-0.0035479070065775886,0.0037177156191319227,-0.6031229496002197
10.883,2mer-0+83,-0.0011135451887750816,0.0011112398685109665,0.3697749648383831,-0.00123994,-0.0007827281951904297,0.0013973698951303959,0.37012147903442383
11.008,2mer-0+119,-0.0014910215830556493,0.0014944141644395983,-0.39131108357274574,-0.00176835,-0.0015683175734011456,0.0014242226025089622,-0.39174962043762207
11.036,2mer-0+107,-0.001956541711212175,0.0019496594152056926,0.19272768334195717,-0.00239123,-0.00182104115083348,0.0021320933010429144,0.19230270385742188
11.109,2mer-0+72,-0.001084946042307072,0.0010857966386383967,-0.2130981476546694,-0.00123261,-0.0008299351029563695,0.001278426731005311,-0.21325087547302246
11.145,2mer-0+234,-0.001182694160684544,0.0011806641833447785,-0.03191081762249328,-0.00119373,-0.0011286734988971148,0.0012465767795220017,-0.03172874450683594
11.185,2mer-0+134,-0.0009480672955401116,0.0009459856461746686,0.03033495935931173,-0.0011429,-0.0005679131427314132,0.0012897816486656666,0.030179977416992188
11.285,2mer-0+185,-0.001497503234428978,0.001493298887461783,0.08774809834089219,-0.00152491,-0.0012855529930675402,0.0018717831699177623,0.0875082015991211
11.316,2mer-0+216,-0.0032323471140160947,0.003215669385341256,0.5374630306920278,-0.00333827,-0.003243446466512978,0.0030945362523198128,0.5373296737670898
11.318,2mer-0+147,-0.0014726968459942986,0.0014760484389291747,-0.018404608609998544,-0.00161224,-0.0014224052465579007,0.0016294026281684637,-0.018239498138427734
11.322,2mer-0+118,-0.0010769339571502473,0.0010744032781989385,0.32993211794026456,-0.00122007,-0.0005960464477539062,0.0016017928719520569,0.329852819442749
11.48,2mer-0+75,-0.0014688164324740257,0.0014676680562179033,0.21727066335591166,-0.00163623,-0.0014841556585452054,0.001583913923241198,0.21675872802734375
11.506,2mer-0+91,-0.002896976800282955,0.002910245019958869,-0.6390925668725984,-0.00354296,-0.0022764206732972525,0.003440164029598236,-0.6390314102172852
11.525,2mer-0+103,-0.0007798001370331157,0.0007800330163330401,-0.22462595437309657,-0.00102608,-0.0006036759004928172,0.0009954847628250718,-0.22473883628845215
11.545,2mer-0+144,-0.0007775910591210531,0.0007762407759730308,0.2529383077548792,-0.00086498,-0.00015687939230701886,0.0013606247957795858,0.25280511379241943
11.592,2mer-0+110,-0.0011145748820026147,0.0011155630928128973,-0.21923646166809574,-0.00114275,-0.0008563995361328125,0.0011330954730510712,-0.21938872337341309
11.597,2mer-0+242,-0.0008129831149408196,0.0008116165120708419,-0.020883009354264685,-0.00074363,-0.0005893707530049141,0.001051299273967743,-0.021079063415527344
11.627,2mer-0+278,-0.0015380287810788402,0.0015326445708457048,0.2320983068627063,-0.00151181,-0.0010151861642953008,0.0017797683831304312,0.2321157455444336
11.678,2mer-0+153,-0.0023676962739296436,0.0023722309447201636,-0.32912044782226657,-0.00263931,-0.0023388862937281374,0.0022622772958129644,-0.329242467880249
11.704,2mer-0+210,-0.0005179177148780455,0.0005175657688775302,0.1572659748106467,-0.00049432,-0.0010218620736850426,0.00015300369705073535,0.1573047637939453
11.723,2mer-0+111,-0.002104975461550255,0.0021135262295768793,-0.4356482091312043,-0.00243384,-0.0019769667960645165,0.0020452230237424374,-0.4353008270263672
11.736,2mer-0+87,-0.0017285440703629325,0.0017231663457435704,0.37217553360092676,-0.00208303,-0.0018076896558341105,0.001620959141291678,0.3724637031555176
11.743,2mer-0+181,-0.0013427160365596053,0.0013418801983316132,-0.11983608564071423,-0.00155005,-0.0009932518878486007,0.0015252232551574707,-0.12015819549560547
11.852,2mer-0+102,-0.0019518488567832715,0.0019588190347831604,-0.3175590960096301,-0.00235666,-0.0020751952652062755,0.0018640486523509026,-0.3178224563598633
11.897,2mer-0+139,-0.0011136992439853513,0.0011109760731505289,0.3217526993373811,-0.00121341,-0.0011616945848800242,0.001164462766610086,0.3218672275543213
12.024,2mer-0+169,-0.0008985762949101494,0.0008970711094695367,0.24607651773666867,-0.00097593,-0.0007624626086908393,0.0009660213836468756,0.24584460258483887
12.033,2mer-0+105,-0.0008300771732722507,0.0008293797795771173,-0.0831904256187529,-0.00107613,-0.000453948974609375,0.0009538003941997886,-0.08333063125610352
12.065,2mer-0+218,-0.0003992208937795184,0.0004000445297976566,-0.1818867460647159,-0.00037663,-0.0003067255165660754,0.00044896273175254464,-0.18196773529052734
12.225,2mer-0+94,-0.001068118477310611,0.0010660617805272714,0.03279751581425082,-0.0012852,-0.00023794171283952892,0.0016291143838316202,0.032952308654785156
12.247,2mer-0+112,-0.0020286345508456253,0.0020364339680187097,-0.4188904377462578,-0.00238574,-0.0027832984924316406,0.0013426421210169792,-0.4194192886352539
12.309,2mer-0+135,-0.0009691817005266202,0.000968236195419787,0.2250181777577662,-0.0010523,-0.0016505718667758629,0.00010929151903837919,0.22501301765441895
12.319,2mer-0+158,-0.0007221380518004522,0.0007233329413736799,0.006756168695825966,-0.00074421,-0.0012297630455577746,0.00021317445498425514,0.006917476654052734
12.327,2mer-0+215,-0.001686489193519947,0.0016804629796722992,0.2639341674416042,-0.0017673,-0.0013480185734806582,0.0017902799881994724,0.2637643814086914
12.491,2mer-0+123,-0.0015142139629858629,0.0015093767183707494,0.38597379245886493,-0.00188989,-0.0011878012883244082,0.0017055612988770008,0.38559532165527344
12.564,2mer-0+114,-0.0012370274504667086,0.001233451203180543,0.3882637498962955,-0.00148073,-0.0009260176448151469,0.0013883576029911637,0.38814496994018555
12.592,2mer-0+228,-0.0022754088981720142,0.002265538184769251,0.4865459005507235,-0.0023671,-0.002017021310166456,0.002392906928434968,0.4859952926635742
12.751,2mer-0+152,-0.001362166157483155,0.0013662127114367603,-0.24289503866550222,-0.00156269,-0.0018177032034145668,0.000996369170024991,-0.24303054809570312
12.753,2mer-0+130,-0.0009955168988694224,0.000993717105332049,0.046149050404369396,-0.00124475,-0.001184463548270287,0.0007062801741994917,0.04612445831298828
12.829,2mer-0+168,-0.0005901237263584487,0.0005904589543049755,0.08669881504976822,-0.00061286,-0.0004458427574718371,0.0006921864114701748,0.08655881881713867
12.87,2mer-0+141,-0.0004133869057997824,0.00041275245289165534,0.20399116615511298,-0.00046826,-0.00013935564493294805,0.0005512592615559697,0.2041083574295044
12.913,2mer-0+156,-0.0007134968000091239,0.0007138889815721519,0.09868530731192408,-0.00081343,-0.0006473064422607422,0.0007706629112362862,0.0989375114440918
12.925,2mer-0+183,-0.0005478712931603832,0.0005474277251668247,-0.07121721386898089,-0.00054027,-0.0010111332157975994,8.842689567245543e-07,-0.0713355541229248
12.944,2mer-0+173,-0.0007447306769510773,0.0007450079311537301,-0.1702653298556604,-0.00088554,-0.0007534026844950859,0.0006915795966051519,-0.17065858840942383
12.952,2mer-0+122,-0.0014530124921273996,0.001457631172166404,-0.3988676400411149,-0.00179935,-0.0010790825908770785,0.0017407480627298355,-0.39910364151000977
13.02,2mer-0+126,-0.0005932057339140747,0.0005921149818049119,0.2668633809407137,-0.00066859,-0.0006318092055153102,0.00048557683476246893,0.2668883800506592
13.026,2mer-0+109,-0.0006638721097492167,0.0006644380936299458,0.06438157496246345,-0.00076351,-0.0006344318098854274,0.0008584167226217687,0.06400132179260254
13.078,2mer-0+124,-0.0011791497037961088,0.0011827712703576924,-0.31816094268495737,-0.00137681,-0.0008740424673305824,0.00121856271289289,-0.31857728958129883
13.081,2mer-0+276,-0.0015497144699810528,0.0015444960110842921,0.3026992696714656,-0.00168915,-0.001575469934323337,0.0014925713185220957,0.3028545379638672
13.085,2mer-0+160,-0.0005207775452950494,0.0005215106197278315,-0.25927954490273164,-0.00062934,-0.0010925531532848254,-9.292543109040707e-05,-0.25944042205810547
13.109,2mer-0+138,-0.000767494666244421,0.0007680182682319435,0.07136126553028299,-0.00082412,-0.000953197457420174,0.0007050468120723963,0.07099199295043945
13.117,2mer-0+174,-0.0005274862613202209,0.0005273933068751453,0.13732498945662708,-0.00055636,-0.0010175704956054688,5.692791455658153e-05,0.13769125938415527
13.252,2mer-0+262,-0.0003390656790039542,0.0003384371181345818,0.17879495406728765,-0.0003201,-0.0004792213767359499,0.0003610538551583886,0.1787123680114746
13.275,2mer-0+200,-0.0010055264675229978,0.0010031311660174545,0.11074519323127481,-0.00104649,-0.00045013420458417386,0.0015981481410562992,0.11031484603881836
13.324,2mer-0+264,-0.0013674321629623992,0.0013637419521926948,0.1650426272526939,-0.0015289,-0.00040912622353062034,0.0019104528473690152,0.16502857208251953
13.345,2mer-0+157,-0.0007459206249565877,0.0007443581847263606,0.16028012908857536,-0.00085255,-0.0008354187302757055,0.0006662169471383095,0.1599116325378418
13.369,2mer-0+145,-0.0009305485914614467,0.0009281989892220041,0.3366297886826471,-0.00107708,-0.0010323525129933842,0.0008432553149759769,0.33666419982910156
13.447,2mer-0+190,-0.0006909747606787228,0.00069260058888037,-0.15267635806720925,-0.00075713,-0.0009374618457513861,0.00040998333133757114,-0.15265417098999023
13.488,2mer-0+221,-0.0004428450457938994,0.00044286461292137463,-0.1601883614126509,-0.00053747,6.818776091677137e-05,0.0009682849631644785,-0.16039800643920898
13.494,2mer-0+172,-0.000806793912376866,0.0008048612034784159,0.20378786700991364,-0.00101853,-0.000522613525390625,0.000992752960883081,0.20350313186645508
13.518,2mer-0+203,-0.0002935057267588575,0.0002932055768200153,0.16255150175630406,-0.00033829,-0.00020170211791992188,0.0003630991268437356,0.16238081455230713
13.528,2mer-0+132,-0.000931373594866288,0.0009337384703412308,-0.3544635144498963,-0.00112784,-0.001376628890284337,0.0006301581743173301,-0.35463428497314453
13.66,2mer-0+214,-0.000247270014100505,0.0002475623292010329,-0.19616471942949776,-0.00033541,-5.5432377848774195e-05,0.0004289830394554883,-0.19644296169281006
13.72,2mer-0+131,-0.0005119746194476051,0.0005112729954905869,0.040374984772254374,-0.00064748,-0.00046038624714128673,0.00047552306205034256,0.04032397270202637
13.731,2mer-0+208,-0.00023919764741623365,0.00023895132698566852,0.1514127324086152,-0.00026052,8.65459514898248e-05,0.00044082640670239925,0.151361346244812
13.837,2mer-0+231,-0.0004037756130385363,0.0004032909745769604,0.0010435129300437852,-0.00047675,-0.00022983547387411818,0.0007552728056907654,0.0007269382476806641
13.853,2mer-0+259,-0.00029182119061478334,0.00029152196688753433,-0.01916152715823654,-0.00033606,-0.0003821849968517199,0.00015071211964823306,-0.01934027671813965
13.862,2mer-0+133,-0.0005308062075026821,0.0005305969202052072,-0.09673036430932459,-0.00063193,-0.0009593963550287299,6.11368814134039e-05,-0.09674310684204102
13.87,2mer-0+179,-0.0008181135579531404,0.000820209990308651,-0.2732199136484376,-0.00095177,-0.0005359649730962701,0.001069940160959959,-0.27310848236083984
14.031,2mer-0+166,-0.0006719923654965315,0.0006734748321570203,-0.2209154067915848,-0.00080925,-0.0009431838770979084,0.0004993889015167952,-0.22109413146972656
14.119,2mer-0+388,-0.0002541189610883579,0.0002539543035408387,-0.046726562535045126,-0.00020177,-0.00020647050405386835,0.0001289485371671617,-0.046685218811035156
14.143,2mer-0+426,-0.0004150764348318484,0.00041438672754606624,0.05630555080573469,-0.00036916,-0.000768184669141192,-3.431058576097712e-05,0.05627250671386719
14.158,2mer-0+217,-0.000318238647225441,0.00031860540535352604,-0.1842390719900243,-0.00039408,-0.0003705025010276586,7.720271241851151e-05,-0.18450617790222168
14.248,2mer-0+371,-0.00019154435086006413,0.00019170362531978935,-0.11522173401813263,-0.00015654,-0.000415802001953125,-0.00012211372086312622,-0.11525201797485352
14.254,2mer-0+163,-0.0006841093442411847,0.0006825908032449664,0.2889546366419492,-0.00073919,-0.0010066032409667969,0.00022968847770243883,0.28910577297210693
14.348,2mer-0+186,-0.0002726160930746841,0.0002726733460623587,0.08673983266615855,-0.00033534,-0.00024569033485022373,0.00028603372629731894,0.08667516708374023
14.457,2mer-0+149,-0.00039592877175702,0.0003955704559471377,-0.01288453121175912,-0.00047189,-0.00044250489736441523,0.0001266708131879568,-0.012668132781982422
14.459,2mer-0+206,-0.00045029978028873665,0.0004505142224142405,0.06455158610299369,-0.00053024,-0.0008137226031976752,0.0001264149323105812,0.06467413902282715
14.46,2mer-0+314,-0.00027694569119865323,0.0002771425863489391,0.028795671930815062,-0.00026912,-0.0005962848517810926,5.694222636520863e-06,0.028804302215576172
14.468,2mer-0+273,-0.0003658310513613177,0.00036547056737332346,0.14361098545766293,-0.00036618,-0.00013291835057316348,0.00047046260442584753,0.1435602903366089
14.472,2mer-0+167,-0.0004998020230141027,0.000498819670340263,0.13758226503882445,-0.0005985,-0.0006594658043468371,0.00036937760887667537,0.13773298263549805
14.532,2mer-0+286,-0.0004756252600768521,0.0004761711740654288,-0.17219820569844863,-0.00050779,-0.00047993662883527577,0.0003784592845477164,-0.17239701747894287
14.557,2mer-0+267,-0.00033372430698556184,0.00033418348007043154,-0.19906852737008573,-0.00039084,-0.0004981756283086725,0.00017855214537121356,-0.19911956787109375
14.605,2mer-0+353,-0.0007356433218069682,0.0007338841119836854,0.1823972001206583,-0.00076876,-0.0005521774000953883,0.000759827671572566,0.18250179290771484
14.664,2mer-0+284,-0.0002354177069308027,0.00023544861973286905,0.0841411823293776,-0.00023064,1.3828248484060168e-05,0.0005574821843765676,0.08408498764038086
14.677,2mer-0+154,-0.00027305916494636655,0.00027319202994788224,-0.11645098904418236,-0.00032081,-0.00042021276021841913,2.4426975869573653e-05,-0.11653220653533936
14.692,2mer-0+325,-0.000525550629091172,0.000524861274573511,-0.0046308953608107835,-0.00059672,-0.00020551685520331375,0.0008181155426427722,-0.004725456237792969
14.696,2mer-0+348,-0.00017080104241869236,0.00017085399622496146,-0.08670888892381957,-0.00017257,6.937982107046992e-05,0.0004033988807350397,-0.086952805519104
14.703,2mer-0+285,-0.00030084845454587966,0.0003009116255168568,-0.10874063001927789,-0.00034237,-0.0004293918718758505,0.00015383277786895633,-0.10890817642211914
14.744,2mer-0+164,-0.0005125150423814955,0.0005115591409476311,0.21830209199706993,-0.00058667,-2.5272354832850397e-05,0.0008412502938881516,0.21835994720458984
14.749,2mer-0+184,-0.00025855714964507376,0.00025845046122358696,0.142961126569898,-0.00029728,0.00045490259071812034,0.0007189299794845283,0.1428920030593872
14.774,2mer-0+165,-0.00046064809721859187,0.0004608361325971858,0.05965884715387824,-0.0004832,-0.0007281303987838328,0.0004453315632417798,0.05924510955810547
14.793,2mer-0+199,-0.0002550803449550688,0.00025527171439430164,-0.13395904917717394,-0.00025095,9.298310033045709e-06,0.00015468055789824575,-0.1340477466583252
14.821,2mer-0+265,-0.0004455256199924891,0.0004462251081594537,-0.06108322874408918,-0.00046806,-0.0007305145118152723,0.00020945249707438052,-0.06110429763793945
14.894,2mer-0+226,-0.0002418332588549324,0.00024213036787443747,-0.1465742631378848,-0.00026764,0.00042569637298583984,0.001062736613675952,-0.14655721187591553
15.04,2mer-0+366,-0.00043511278460030154,0.00043427425619593785,0.13283838872134918,-0.00041043,-0.0007238388170662802,0.00020759300969075412,0.1325664520263672
15.081,2mer-0+308,-0.0007087895371364117,0.0007072585814883375,0.16483046676323015,-0.00074415,-0.0005888939085707534,0.0007461372879333794,0.1644144058227539
15.108,2mer-0+252,-0.00026469094012715304,0.00026488819413316095,-0.16183385211526202,-0.00031736,-0.000669956199999433,-0.00014885030395817012,-0.16197097301483154
15.142,2mer-0+192,-0.00048596006243802243,0.0004866804307178318,-0.0657952855913797,-0.00058252,7.58170717745088e-05,0.000985103426501155,-0.06588888168334961
15.15,2mer-0+331,-0.0002928031327773073,0.00029291960611310897,-0.1396706316315947,-0.00034791,0.00023472309112548828,0.0004941108636558056,-0.13980519771575928
15.164,2mer-0+237,-0.0002527733953685917,0.0002531278394318428,-0.1598770264895194,-0.00025487,-0.0001475811077398248,0.0001951617596205324,-0.15985357761383057
15.174,2mer-0+326,-0.00035456967060401893,0.0003540862248435965,0.03420266824142732,-0.00035281,-0.0003654956817626953,0.00015238558989949524,0.03415846824645996
15.181,2mer-0+360,-0.00018881584154900393,0.00018907438898799878,-0.13943406961618401,-0.00018462,-0.00016129017967614345,9.292177855968475e-05,-0.13958096504211426
