distance,nmer_name,Uind_md,Udf,Unb,Uind_omm,Udf_omm,Unb_omm
1.805,3mer-0+3+161,-5647915995.814053,310455809.89422923,-5958371841.851133,-8.199758270725852,10.464607497706766,-54.878328800201416
1.805,3mer-0+3+76,-90274190403684.97,1135023525154.2708,-91409213928876.3,-8.380345219337414,10.700005656517078,-56.26221466064453
1.805,3mer-0+3+403,-254951063608.55386,3547392575.314287,-258498456220.0278,-8.203943414881905,10.470014409825126,-54.90493965148926
1.805,3mer-0+3+49,-2461499379654.1987,79850443002.8527,-2541349822694.819,-8.531439427461464,10.8926423749067,-57.26873970031738
1.805,3mer-0+3+282,-6.683732492918624e+17,82708500704807.31,-6.68455957792566e+17,-8.250303660867075,10.528102482321401,-55.22196006774902
1.805,3mer-0+3+244,-25139277128.26317,3952836172.2132106,-29092113337.062218,-8.296682983736218,10.5880459248026,-55.542115688323975
1.805,3mer-0+3+182,-1.1767577193666754e+17,4254532559439.8545,-1.1768002646922691e+17,-8.29152434042976,10.581887314996266,-55.478740215301514
1.805,3mer-0+3+376,-218451561067.20508,2972442180.725285,-221424003284.5025,-8.284624748445367,10.572834081434394,-55.50082445144653
1.805,3mer-0+3+619,-379664134372.61865,48984894439.92946,-428649028848.79645,-8.225497306786792,10.496424613989575,-55.04105520248413
1.805,3mer-0+3+296,-2.391536776720829e+18,3961821447854.6367,-2.3915407385422746e+18,-8.327009202460658,10.628151892204869,-55.859625816345215
1.805,3mer-0+3+37,-9.71262539470364e+16,1616845214160607.2,-9.874309916119709e+16,-7.960068908641006,10.15908363728795,-52.70417070388794
1.805,3mer-0+3+351,-29463200652.387455,1018254740.9276667,-30481455429.38268,-8.18687460824458,10.447561522279102,-54.77307963371277
1.805,3mer-0+3+211,-3.933530326995237e+17,2745746199999990.5,-3.9609877889952346e+17,-8.342920123596969,10.648702801207719,-56.087284088134766
1.805,3mer-0+3+459,-707005343417.9038,61532034965.78615,-768537378420.1521,-8.263444910398675,10.544809331544684,-55.34081268310547
1.805,3mer-0+3+347,-5.868560339277271e+17,6.164150020219624e+16,-6.48497534129922e+17,-8.277048018292135,10.562841984912211,-55.449233531951904
1.805,3mer-0+3+500,-12345347497.432724,538265418.9884938,-12883612952.996283,-8.296885274504803,10.587956167603352,-55.531245470047
1.805,3mer-0+3+93,-579135233471631.2,89131373071.29355,-579224364844738.4,-8.0540196627137,10.279302862310715,-54.33264923095703
1.805,3mer-0+3+144,-178285035015.85904,1036206124.4935474,-179321241176.69522,-8.254728185789645,10.535020959718167,-55.20372200012207
1.805,3mer-0+3+259,-108230079130.70506,5983773827.54453,-114213852994.96461,-8.31355355063306,10.609954855052365,-55.70993733406067
1.805,3mer-0+3+130,-1532630350.8471937,171544907.65978903,-1704175295.996441,-8.573852272807926,10.939562110126644,-57.07578086853027
1.805,3mer-0+3+246,-17930884469947.47,2754541136726.8057,-20685425606711.3,-8.38567014673481,10.702252903191948,-56.18630313873291
1.805,3mer-0+3+442,-5.0047368612706464e+17,2590689145583263.0,-5.030643752726477e+17,-8.247099941380839,10.524049217096945,-55.18965482711792
1.805,3mer-0+3+206,-20815874541.363197,2471051224.888765,-23286925802.654198,-8.249904234022097,10.52742711821179,-55.25043964385986
1.805,3mer-0+3+29,-1038202585843.833,18441243852.77597,-1056643829734.3837,-8.539915649609156,10.894531162066869,-57.28108024597168
1.805,3mer-0+3+316,-4.1746584803476454e+17,115278306498009.47,-4.175811263412619e+17,-8.314383251426534,10.610309379341288,-55.70627546310425
1.805,3mer-0+3+353,-38094288902350.84,1721463803259.8015,-39815752705647.12,-8.221088262947433,10.491990712730058,-55.25050067901611
1.805,3mer-0+3+323,-459948906776.40967,184864644769.1102,-644813551582.2117,-8.294668908994709,10.586349252778973,-55.64357233047485
1.805,3mer-0+3+489,-2576369572667.617,238340160600.35416,-2814709733304.2163,-8.214125196905798,10.483201224831873,-55.01048254966736
1.805,3mer-0+3+194,-2.6160564592965074e+18,5.776737187378024e+16,-2.6738238311702866e+18,-8.230160758834472,10.50109286512793,-54.925612449645996
1.805,3mer-0+3+40,-154490021154.08994,23173053030.38149,-177663074217.8791,-7.710826308540277,9.849079697319098,-51.03705596923828
1.805,3mer-0+3+288,-2238240046913.83,124162923074.42255,-2362402970024.0933,-8.185745098604002,10.445147654997072,-54.54250144958496
1.805,3mer-0+3+113,-7239515334343740.0,167113553402871.7,-7406628887746656.0,-8.803190839819763,11.23167549318805,-59.46522903442383
1.805,3mer-0+3+377,-4270400495886667.5,64229530597967.88,-4334630026484669.5,-8.278711274677107,10.565426155513933,-55.4384331703186
1.805,3mer-0+3+150,-28339300007.69274,2764052867.8616443,-31103352910.80249,-8.082743596973842,10.312439012584264,-53.71359157562256
1.805,3mer-0+3+357,-332098222723294.25,26366402249417.426,-358464624972747.7,-8.294156992837543,10.584929978445416,-55.56835198402405
1.805,3mer-0+3+469,-2.673136369612584e+18,687461557703738.9,-2.673823831170287e+18,-8.283031684273055,10.571232098228165,-55.548911809921265
1.805,3mer-0+3+218,-611946373109.0071,3802227358.207667,-615748600503.2357,-8.137365688330874,10.385283123009458,-54.61326217651367
1.805,3mer-0+3+242,-7791250102.091136,2623659676.277314,-10414909814.948673,-8.260501823017648,10.543585815837332,-55.455933570861816
1.805,3mer-0+3+162,-575336230339.4785,73781330827.22949,-649117561202.7122,-8.163260403244067,10.418072280319166,-54.656529903411865
1.805,3mer-0+3+81,-1.3369118285590904e+18,87026054155.75055,-1.336911915585141e+18,-8.135948765144121,10.382432353630293,-54.33121871948242
1.805,3mer-0+3+27,-38082522712.83538,772133521.1101454,-38854656268.41232,-8.096699469315809,10.324235207808215,-52.95779991149902
1.805,3mer-0+3+439,-2.3905767633889e+18,963975153376568.6,-2.3915407385422746e+18,-8.268373564905687,10.551479740910963,-55.331467151641846
1.805,3mer-0+3+231,-23154952742254.82,1732756472912.6504,-24887709215203.63,-8.18819467095227,10.449449143134643,-54.84787464141846
1.805,3mer-0+3+408,-448519083157.5696,79652786867.48778,-528171870061.3054,-8.216572721878492,10.4856202998958,-55.02152895927429
1.805,3mer-0+3+135,-22089594399749.14,631384573685.7913,-22720978973472.387,-8.482917300722193,10.82445765350144,-56.80322456359863
1.805,3mer-0+3+61,-115017266975244.19,8593228644532.63,-123610495619813.19,-8.200469504795592,10.466557014979799,-55.0359992980957
1.805,3mer-0+3+59,-62039220904.04053,3998599001.4421043,-66037819941.337265,-8.301550160858369,10.593532312896514,-54.82083511352539
1.805,3mer-0+3+327,-235237669004654.75,13517087962590.174,-248754756967281.38,-8.298803148755496,10.590595902910763,-55.61426067352295
1.805,3mer-0+3+51,-2307638998174841.0,288447178745246.9,-2596086176920121.5,-8.41714809224004,10.745953104049022,-56.44295120239258
1.805,3mer-0+3+90,-7210443433.205343,1106997339.1004755,-8317440808.6327095,-8.268360080370485,10.55153184925598,-55.218581199645996
1.805,3mer-0+3+88,-71639931975.89622,6724081071.903787,-78364013084.54857,-8.349128895319154,10.655425853216002,-55.824750900268555
1.805,3mer-0+3+307,-130687948403.44427,1956767744.8329458,-132644716184.50763,-8.212022603126343,10.480138241676514,-54.99377799034119
1.805,3mer-0+3+425,-16688779611459.164,69378590259.69315,-16758158201755.082,-8.210839679242326,10.47895915269737,-54.997602224349976
1.805,3mer-0+3+191,-7897735604720.835,1275525877919.2336,-9173261482676.824,-8.283660985145161,10.572418116417339,-55.68098258972168
1.805,3mer-0+3+506,-1187512956456.0146,64520287961.78217,-1252033244454.0474,-8.230121186010592,10.503089377649076,-55.054789543151855
1.805,3mer-0+3+134,-10331819959830.604,1247475156979.4875,-11579295116845.824,-8.133170542711468,10.378504815107135,-54.33612775802612
1.805,3mer-0+3+381,-4521497981001.127,106601308927.50253,-4628099289965.35,-8.306989619106844,10.60149889293234,-55.69533705711365
1.805,3mer-0+3+45,-162109887972.6183,12239775500.672834,-174349663508.76434,-8.044480970337645,10.266935655638918,-53.85419988632202
1.805,3mer-0+3+386,-5055799867.43743,863165095.3690803,-5918964999.080824,-8.224413182112812,10.496343825486065,-55.066386222839355
1.805,3mer-0+3+335,-91597581564761.95,6388177417754.214,-97985758982552.8,-8.292189658655388,10.582016407476203,-55.52746939659119
1.805,3mer-0+3+196,-174670370325567.88,6453792316487.71,-181124162642092.1,-8.30830678395364,10.602394014081028,-55.52882671356201
1.805,3mer-0+3+303,-1.323644573201143e+18,1.3267342384002102e+16,-1.3369119155851433e+18,-8.256734969174659,10.53742587372085,-55.37625217437744
1.805,3mer-0+3+5,-2507217130129.378,978039015030.0897,-3485256145195.9683,-8.916228221301708,11.073063923473683,-56.55631637573242
1.805,3mer-0+3+256,-19843326075.37396,107829623.74859951,-19951155735.735603,-8.285835549382,10.574695065470905,-55.54511642456055
1.805,3mer-0+3+186,-16292523099.068447,302702390.0326096,-16595225525.264212,-8.105958796366167,10.34507861055522,-54.68565368652344
1.805,3mer-0+3+549,-175727976148.40912,32316820448.13595,-208044796633.13974,-8.287443645909207,10.576752177760227,-55.530369997024536
1.805,3mer-0+3+185,-337179757445508.5,783280512625.647,-337963037958170.25,-8.191571655720281,10.45473199799676,-54.771080017089844
1.805,3mer-0+3+348,-3686103288562.863,13938474089.141863,-3700041762688.6943,-8.329545877048758,10.629681684901925,-55.71928596496582
1.805,3mer-0+3+17,-14077474485.377363,2119343687.011435,-16196818210.340666,-8.687643191216011,11.090776780250053,-57.80291795730591
1.805,3mer-0+3+63,-4261242638208316.0,123098859109600.44,-4384341497317951.5,-8.054857771941897,10.273263413360837,-53.0899715423584
1.805,3mer-0+3+269,-21963683538897.88,4697707411260.026,-26661390950193.996,-8.214741083605759,10.482708600537308,-54.86767387390137
1.805,3mer-0+3+375,-132350910598526.89,1253051970154.6748,-133603962568717.77,-8.233804045386933,10.506975354484894,-55.08429765701294
1.805,3mer-0+3+94,-6.434915279320535e+17,5006006197867749.0,-6.484975341299205e+17,-8.11327960993799,10.352396697740232,-54.353641510009766
1.805,3mer-0+3+44,-469293172982486.06,73536124466406.9,-542829297448927.44,-8.028708061560792,10.235623756066161,-52.622554779052734
1.805,3mer-0+3+19,-252586626455858.75,25598708126129.7,-278185334582025.84,-8.506747356468168,10.856556781715426,-56.8874397277832
1.805,3mer-0+3+332,-1310894794167.6902,130421778629.20674,-1441316572833.3633,-8.271826959916325,10.556359075239925,-55.36454105377197
1.805,3mer-0+3+110,-51842319958.16856,15691195925.231527,-67533515920.090164,-8.305484322477923,10.600162001679792,-55.66691207885742
1.805,3mer-0+3+382,-4293569470747.631,84208981400.50296,-4377778452184.507,-8.26212866959645,10.543424766682847,-55.2500638961792
1.805,3mer-0+3+236,-17727799629902.992,1781587556583.8943,-19509387186522.812,-8.167852010475144,10.423979196800246,-54.57440376281738
1.805,3mer-0+3+343,-155922346331055.47,27199515323130.207,-183121861654222.12,-8.273054878498442,10.557121951793306,-55.31677579879761
1.805,3mer-0+3+238,-3083880406825.548,23470858607.474167,-3107351265469.772,-8.305004647685337,10.600492188023281,-55.72440147399902
1.805,3mer-0+3+20,-26768972035.020367,1838292858.0897214,-28607264927.790363,-8.372341983001888,10.65392220767194,-53.784061431884766
1.805,3mer-0+3+322,-1.003955737904978e+16,31145733698770.906,-1.0070703112748582e+16,-8.22635013161539,10.498849090949307,-55.15054368972778
1.805,3mer-0+3+209,-443046941049.7576,105506972298.54292,-548553913384.80786,-8.243096359939955,10.519207946090319,-55.34080696105957
1.805,3mer-0+3+181,-6.130365830535156e+16,2958143229762732.5,-6.426180153511435e+16,-8.070356272304707,10.29808435574705,-53.60367202758789
1.805,3mer-0+3+402,-128178424074.12065,20337226210.300777,-148515650320.65347,-8.232285270442844,10.504890671024441,-55.0402889251709
1.805,3mer-0+3+205,-1.296992657063996e+18,2411195861467.509,-1.296995068259855e+18,-8.357489284771873,10.66678077290635,-56.14110279083252
1.805,3mer-0+3+274,-199447016287069.1,491000042338.5915,-199938016329443.66,-8.195944592820751,10.458522989881885,-54.80354309082031
1.805,3mer-0+3+250,-9091952496230126.0,16858134728870.725,-9108810630959026.0,-8.32086405497671,10.61898174542307,-55.72724962234497
1.805,3mer-0+3+241,-101172695513.46811,17424847307.86169,-118597542857.79645,-8.274390795855197,10.56037988361868,-55.372788429260254
1.805,3mer-0+3+180,-2187711309971.397,114459202563.2689,-2302170512570.8506,-8.190709282254375,10.451968024874532,-54.89863204956055
1.805,3mer-0+3+69,-3553988404064250.0,209926554021048.84,-3763914958085339.5,-8.439739301049258,10.778253481543516,-56.498905181884766
1.805,3mer-0+3+520,-50738689262.98478,1108645299.254644,-51847334598.351074,-8.212591068117945,10.479457004696997,-54.874831199645996
1.805,3mer-0+3+556,-3250094833.9452357,191793745.68598837,-3441888615.87887,-8.21582276504023,10.485175779652764,-55.019911766052246
1.805,3mer-0+3+115,-11787292259845.764,4175285871517.784,-15962578131399.729,-8.203917709184225,10.472224983381693,-54.94543743133545
1.805,3mer-0+3+468,-1.0858684827387596e+18,5715525338043135.0,-1.0915840080768018e+18,-8.219479484897647,10.489533977169003,-55.01939678192139
1.805,3mer-0+3+393,-16254108679166.057,710082373200.9419,-16964191052403.193,-8.210287826198737,10.477391226154168,-54.95539951324463
1.805,3mer-0+3+263,-562419167650.424,95296282206.2783,-657715449892.8982,-8.202061675814775,10.466760612698408,-54.93459939956665
1.805,3mer-0+3+136,-2.6738094328789944e+18,14398291293426.596,-2.6738238311702866e+18,-8.23981922437656,10.51537639329922,-55.323110580444336
1.805,3mer-0+3+78,-1.3513577900872306e+17,694188157824013.4,-1.3582996716654693e+17,-8.191257388199347,10.453950970565302,-54.99557685852051
1.805,3mer-0+3+384,-7194987403266.51,19538168338.702885,-7214525571641.727,-8.278543853333076,10.56504545254461,-55.42827081680298
1.805,3mer-0+3+124,-1643334604152450.8,15218537533743.105,-1658553141686229.5,-8.18040818467307,10.437334353779079,-54.69276571273804
1.805,3mer-0+3+32,-128773165878.7286,22446061569.752243,-151219227483.92783,-8.001226635061585,10.210664539254822,-53.728742599487305
1.805,3mer-0+3+272,-21569394800974.56,2683219123791.534,-24252613924802.277,-8.240123537426598,10.515489312762611,-55.01951456069946
1.805,3mer-0+3+392,-46914783542.91057,2055541163.2224045,-48970324742.38138,-8.217809479856442,10.487261492586185,-55.024625301361084
1.805,3mer-0+3+368,-2.8086008207613296e+16,5912740830505118.0,-3.3998749038118428e+16,-8.165048204614095,10.420648015783854,-54.7299222946167
1.805,3mer-0+3+183,-524832004372.14594,298191636589.73175,-823023640998.6425,-8.329652451953052,10.631481981793286,-55.79772639274597
1.805,3mer-0+3+120,-864147404372.5775,80005137693.30022,-944152542101.784,-8.153464538233948,10.404927032810974,-54.53669500350952
1.805,3mer-0+3+581,-5353852128.143042,743276501.4401772,-6097128665.836474,-8.211204913735173,10.478895994544246,-55.014484882354736
1.805,3mer-0+3+340,-20962929052.20635,266897709.35236704,-21229826798.065704,-8.273580444687468,10.558138476973909,-55.409968852996826
1.805,3mer-0+3+221,-35248109014120.89,4816365287413.622,-40064474301570.86,-8.203118804413407,10.46859502462712,-55.01171398162842
1.805,3mer-0+3+389,-32153278607.38479,59358303.118719175,-32212636946.63475,-8.188395985425586,10.449874392687207,-54.84077429771423
1.805,3mer-0+3+467,-139372806709734.62,25161408586916.51,-164534215296687.34,-8.216140027898518,10.485078338724406,-54.999016761779785
1.805,3mer-0+3+36,-1514299306915.0005,227520220428.1084,-1741819527379.1685,-8.335617982781969,10.630021131597914,-55.09389114379883
1.805,3mer-0+3+243,-66177281102.90768,5472508444.147092,-71649789583.56194,-8.297267505594391,10.589260509542328,-55.465087890625
1.805,3mer-0+3+579,-444190363293.6007,59353078357.88308,-503543441687.7336,-8.221287307828106,10.492126407534442,-55.034175634384155
1.805,3mer-0+3+75,-1.31144226776589e+18,2.5469647819253388e+16,-1.3369119155851407e+18,-8.25065033705755,10.52329642502741,-54.88309669494629
1.805,3mer-0+3+58,-326596916226.3781,563560333.1571624,-327160476594.23083,-7.967384450826103,10.159694559183663,-52.892290115356445
1.805,3mer-0+3+112,-615090149271.993,4574066446.521435,-619664215756.3733,-8.60747773240746,10.986525944960704,-57.52534294128418
1.805,3mer-0+3+264,-3382423908017771.0,268647166380646.7,-3651071074398454.5,-8.243381616719489,10.520216825358148,-55.13887882232666
1.805,3mer-0+3+496,-15803409239.53117,1890778746.7451243,-17694188022.551468,-8.221361381292581,10.491999643563986,-55.059566020965576
1.805,3mer-0+3+586,-866057718187.942,2851044626.6498246,-868908762851.1622,-8.28386819008233,10.57170927878974,-55.49771237373352
1.805,3mer-0+3+179,-150581631054.7457,21563321372.752697,-172144952463.30875,-8.115504094327207,10.358266524111514,-54.355618953704834
1.805,3mer-0+3+52,-35226789120459.01,1611984761424.7354,-36838773881921.04,-8.437732180956573,10.773155727978974,-56.580650329589844
1.805,3mer-0+3+102,-99922748315841.56,873551198722.9155,-100796299514601.55,-8.408668541807174,10.730092978578568,-56.344709396362305
1.805,3mer-0+3+635,-149876209019.7382,13891244387.409567,-163767453443.56424,-8.265584974747298,10.548060388106705,-55.30171179771423
1.805,3mer-0+3+137,-153845101340.82245,30104122370.185375,-183949223746.76157,-8.126529905832513,10.370391633474128,-54.32143497467041
1.805,3mer-0+3+299,-133974404689.37102,16393534001.041735,-150367938727.45712,-8.385017901511674,10.70001360788774,-56.20165252685547
1.805,3mer-0+3+140,-53415394411654.086,1486394080878.0117,-54901788492567.805,-8.091980442550948,10.325652614089677,-54.1881799697876
1.805,3mer-0+3+366,-15055963887834.172,2064937297517.293,-17120901185388.11,-8.29987900349056,10.592200826679118,-55.61431264877319
1.805,3mer-0+3+197,-3421154290661.3296,205390017317.4146,-3626544308015.7217,-8.387383169014583,10.704937750022282,-56.136821269989014
1.805,3mer-0+3+505,-147214152032.76193,33434108162.01472,-180648260231.0155,-8.24230043325474,10.518172818088033,-55.07056474685669
1.805,3mer-0+3+412,-8.891358657315653e+16,1986016277889215.8,-9.089960285104571e+16,-8.260146738117783,10.541867135936172,-55.33704900741577
1.805,3mer-0+3+421,-1149069036211578.5,196878054068509.94,-1345947090280124.5,-8.300840805690768,10.59433035977554,-55.717634201049805
1.805,3mer-0+3+367,-2200128945735.3755,174609692716.15607,-2374738638488.1226,-8.288815467204813,10.57823327318215,-55.52995586395264
1.805,3mer-0+3+107,-244679877308005.03,451994501888.76135,-245131871809929.28,-8.132260704397595,10.3766675945526,-54.20508098602295
1.805,3mer-0+3+331,-1493135951818703.5,53686986258969.414,-1546822938077709.5,-8.229123113585729,10.502716543244105,-55.203763008117676
1.805,3mer-0+3+429,-76073456690781.95,7384697356913.069,-83458154047731.3,-8.238388926526795,10.51399525926422,-55.09359359741211
1.805,3mer-0+3+383,-540608611071.6082,22823622298.006805,-563432233406.0214,-8.263708683549567,10.546343711317377,-55.28759241104126
1.805,3mer-0+3+385,-87584106816890.67,10955914571647.77,-98540021388574.9,-8.270980799511563,10.55630210606705,-55.41802501678467
1.805,3mer-0+3+395,-31295729390.4888,3168604793.9259634,-34464334220.99473,-8.281678138116604,10.568799795767063,-55.5021767616272
1.805,3mer-0+3+306,-834162074123684.1,74089485337217.97,-908251559460938.8,-8.301712713351208,10.593192853817982,-55.43022441864014
1.805,3mer-0+3+301,-1226316978144.03,46971672572.11496,-1273288650752.698,-8.26240904989595,10.545338790985397,-55.43275260925293
1.805,3mer-0+3+127,-491737727003240.5,34204940812814.77,-525942667816093.56,-8.461034400564813,10.800329582589484,-57.226837158203125
1.805,3mer-0+3+47,-1.0339766496128464e+16,622948046441072.0,-1.0962714542569578e+16,-8.27325455562891,10.568458396031247,-56.08561134338379
1.805,3mer-0+3+190,-34416792914.43308,229418046.00809243,-34646210997.73916,-8.405160091825337,10.728434421114116,-56.50336742401123
1.805,3mer-0+3+237,-15562139073.048456,1185395247.0670629,-16747534356.162004,-8.164198278759386,10.418955445911024,-54.70021867752075
1.805,3mer-0+3+85,-519979881189.36914,81855369322.3661,-601835250548.7438,-8.365258969967726,10.676358423525926,-56.12130880355835
1.805,3mer-0+3+73,-116196842899342.78,3349604919518.5845,-119546447818898.98,-8.419779193438671,10.748933422528125,-56.7651481628418
1.805,3mer-0+3+257,-3595034970193.3003,191575161918.14212,-3786610132147.4707,-8.14768601742685,10.397366510954498,-54.64584922790527
1.805,3mer-0+3+54,-312835183144973.4,31834921931312.164,-344670105076323.25,-8.524494385435673,10.88044908075085,-57.43618631362915
1.805,3mer-0+3+318,-120849644997.94922,1304458652.9900858,-122154103687.52994,-8.277998755317867,10.5645925303877,-55.504549741744995
1.805,3mer-0+3+287,-2.389951859452447e+18,1588879089829271.2,-2.3915407385422746e+18,-8.262954776374954,10.543944294364792,-55.22323226928711
1.805,3mer-0+3+98,-105772716864.5226,2607915875.0966415,-108380632774.36235,-7.892278782065887,10.066182979408723,-52.77120590209961
1.805,3mer-0+3+481,-4854219699650.965,427812350344.4286,-5282032050031.645,-8.220899396253571,10.491375870393767,-55.03674840927124
1.805,3mer-0+3+374,-2705607832.6150055,199168214.6855637,-2904776084.291949,-8.332615656717962,10.634678082600885,-56.030155181884766
1.805,3mer-0+3+533,-206932162743.54776,274707762.4661514,-207206870542.2525,-8.219403292579045,10.488897059517512,-55.01818227767944
1.805,3mer-0+3+513,-18313116761.299595,2354327657.779057,-20667444455.65576,-8.280746894818321,10.567966026324257,-55.497058391571045
1.805,3mer-0+3+57,-25097916987.298088,3047624707.4428735,-28145541730.56213,-8.137078178451475,10.385483371688906,-54.4146203994751
1.805,3mer-0+3+522,-5158863534328.917,164641940342.5646,-5323505474707.979,-8.281411840952842,10.5682130312548,-55.425848960876465
1.805,3mer-0+3+222,-1774120407344.1572,354164331098.0923,-2128284738478.298,-8.200358648658039,10.465101937889813,-54.78648281097412
1.805,3mer-0+3+159,-2792700772.994419,71015005.11733174,-2863715814.128484,-8.17248247221346,10.430425185409831,-54.690608978271484
1.805,3mer-0+3+192,-1.1377332626239404e+18,5.803710664719136e+16,-1.195770369271131e+18,-8.246997763523495,10.52666384994086,-55.37557029724121
1.805,3mer-0+3+273,-20145976420001.43,8319274273193.383,-28465250693231.047,-8.241748030982535,10.516835037865121,-55.104997634887695
1.805,3mer-0+3+158,-43077738115691.34,28915710604.67059,-43106653826332.81,-8.275391626994178,10.562841367085412,-55.66742944717407
1.805,3mer-0+3+225,-4.110770859763262e+16,1.3551261011063916e+16,-5.465896960869662e+16,-8.15061896542602,10.401184623441168,-54.473941802978516
1.805,3mer-0+3+38,-1099218799.752285,313005184.53238815,-1412224019.3031766,-7.9302978909320245,10.113441427915632,-53.131025314331055
1.805,3mer-0+3+101,-3.4745700423575315e+17,6.390050825214322e+16,-4.113575124878959e+17,-8.465868310353017,10.806520147898937,-56.02209663391113
1.805,3mer-0+3+233,-36144875892020.64,11701696476297.758,-47846572368355.18,-8.321840460977,10.620584313192921,-55.78373980522156
1.805,3mer-0+3+62,-33961623950504.54,4434416214800.801,-38396040165341.484,-8.182026210274444,10.441241917166963,-54.84376525878906
1.805,3mer-0+3+365,-1312658190838.804,387879371700.3056,-1700537562575.424,-8.247162635321502,10.524207775597688,-55.15703296661377
1.805,3mer-0+3+422,-2359686654407454.5,5013824728082.395,-2364700479135573.5,-8.260783922233259,10.542640436134661,-55.37009048461914
1.805,3mer-0+3+314,-184111093402.75183,44704034948.57993,-228815128387.89352,-8.275343536531864,10.561236263120236,-55.46962833404541
1.805,3mer-0+3+118,-25607745678054.617,336631266304.2294,-25944376944394.85,-8.20159480227835,10.46718600140207,-54.746336936950684
1.805,3mer-0+3+230,-2.730570136754553e+16,213830503925593.38,-2.751953187147109e+16,-8.30577004824545,10.60079609479044,-55.691969871520996
1.805,3mer-0+3+456,-14937003780.447067,4199512752.6240373,-19136516569.780697,-8.319589547712212,10.61779028932392,-55.718624114990234
1.805,3mer-0+3+149,-1.2863070612532716e+18,5.06048543318729e+16,-1.336911915585142e+18,-8.150431257205582,10.401169675869369,-54.608633041381836
1.805,3mer-0+3+277,-1.157350897344597e+18,3.84194719265349e+16,-1.1957703692711311e+18,-8.267830422646057,10.550751158469666,-55.29172229766846
1.805,3mer-0+3+28,-5.347387945006867e+18,259717333729042.97,-5.347647662340591e+18,-8.004729976181807,10.216007481093584,-53.707101821899414
1.805,3mer-0+3+280,-2.387888931578566e+18,3651806963710706.0,-2.3915407385422746e+18,-8.256037316993115,10.534964479729297,-55.202725887298584
1.805,3mer-0+3+372,-786251326781330.2,39537680191899.96,-825789006973266.9,-8.208382044429754,10.476151313190485,-54.97919464111328
1.805,3mer-0+3+220,-275915672050746.1,18136134240727.547,-294051806291509.9,-8.185103366177827,10.445982506472319,-54.86696004867554
1.805,3mer-0+3+82,-884733120369.6273,38389262262.838905,-923122382668.5593,-8.23878273626815,10.512083200011148,-54.916372299194336
1.805,3mer-0+3+297,-14752367494.496532,2647597699.162864,-17399965229.83,-8.210633583536492,10.478507689962044,-54.93097543716431
1.805,3mer-0+3+308,-5647880369.899065,175153662.87627238,-5823034068.884625,-8.19102125222662,10.452068995881291,-54.82348442077637
1.805,3mer-0+3+35,-203911456481.52783,24651919875.519764,-228563376391.51437,-8.042021332254308,10.273831786642177,-52.85368347167969
1.805,3mer-0+3+445,-2.095832546302584e+16,40794683913472.16,-2.099912014693931e+16,-8.173911206236198,10.431684382447884,-54.763893127441406
1.805,3mer-0+3+325,-81837051568591.81,22281162345764.207,-104118213914392.89,-8.359363066947935,10.667346489631655,-55.9088773727417
1.805,3mer-0+3+349,-118327756080867.7,63496195685.026726,-118391252276588.86,-8.2097700171405,10.476556009776004,-54.93058109283447
1.805,3mer-0+3+369,-7.144080351707025e+16,5899062176253238.0,-7.733986569332352e+16,-8.319122035470855,10.617355387243379,-55.70588684082031
1.805,3mer-0+3+261,-140637640597029.88,23511800993865.65,-164149441590932.47,-8.345413620078034,10.650436942971282,-55.95364189147949
1.805,3mer-0+3+333,-6553071184858.713,16242852598.561466,-6569314037493.923,-8.300399511732621,10.593657762132125,-55.61483383178711
1.805,3mer-0+3+305,-425217862792.9392,4511775419.496163,-429729638248.5517,-8.185922320294367,10.44761831004621,-54.821298599243164
1.805,3mer-0+3+145,-15728133042073.846,348772562100.068,-16076905604211.107,-8.49582768579603,10.838898647822134,-56.61713981628418
1.805,3mer-0+3+364,-122301121137814.88,1119919310937.4226,-123421040448788.88,-8.251017477042751,10.53001985358469,-55.313175201416016
1.805,3mer-0+3+125,-249769103002.71918,12024533390.387318,-261793636429.15305,-8.16459760914563,10.419710061447631,-54.70151710510254
1.805,3mer-0+3+46,-20027628409.47902,326745513.8470294,-20354373956.76802,-7.713420294031039,9.837616540685758,-51.05693817138672
1.805,3mer-0+3+198,-211881197772.01636,20724824103.871613,-232606021912.05136,-8.21719655950642,10.485766315859792,-54.93702793121338
1.805,3mer-0+3+326,-18574597443.32312,1872940070.4971743,-20447537550.336823,-8.25644778426863,10.536777504122483,-55.38113212585449
1.805,3mer-0+3+111,-46350098616514.836,3777984321433.0737,-50128082937984.57,-8.321620543297058,10.619938294593567,-55.65859031677246
1.805,3mer-0+3+71,-5.305443853473037e+16,462190623385930.56,-5.35166291581163e+16,-8.384566030998712,10.700606145362372,-56.12914705276489
1.805,3mer-0+3+447,-5.33820734062233e+18,9440321718267152.0,-5.347647662340591e+18,-8.248560416229566,10.527546418182055,-55.37918567657471
1.805,3mer-0+3+177,-33776747265.64534,1648173141.0880742,-35424920442.033615,-8.055239850283442,10.278609102963628,-53.70413303375244
1.805,3mer-0+3+339,-9711745963.00644,50376359.55145853,-9762122359.126791,-8.278239261620229,10.56491683769923,-55.48343753814697
1.805,3mer-0+3+254,-4.96157734903862e+17,358885651158689.3,-4.9651662055502035e+17,-8.230073808673296,10.502841592785444,-55.18641662597656
