distance,nmer_name,Uind_md,Udf,Unb,Ues,Uind_sapt,Ues_sapt,time_per_system
1.982,2mer-0+19,-4.786761651962655,5.77384845417566,-35.9220210900867,-25.36141098394839,-13.13505946,-44.18091534,0.022043282564948585
1.997,2mer-0+18,-4.978126558785772,5.989021399134653,-33.370206021723895,-22.403058063803474,-12.64521394,-39.05679682,0.022043282564948585
2.756,2mer-0+1,-0.5382626015596694,0.56222728101854,-4.174193183762835,-3.0737033011846253,-0.94870448,-5.8833332,0.022043282564948585
2.778,2mer-0+8,-0.7661516854609765,0.77800653901809,-3.572652316407723,-2.0284940919286565,-1.55951472,-4.20724046,0.022043282564948585
2.794,2mer-0+7,-1.3305993073092839,1.4919173841982438,-6.484049831841303,-3.6615331403337756,-2.69462965,-9.02368704,0.022043282564948585
2.811,2mer-0+2,-0.12977520546848706,0.12194369988947718,0.6698137547311575,0.9215326600891217,-0.78332372,-0.37715288,0.022043282564948585
2.815,2mer-0+5,-0.13720423365867318,0.14269449802327752,-0.875473663775942,-0.5955749320939914,-0.91553905,-5.20377014,0.022043282564948585
2.898,2mer-0+4,-0.04096024869031176,0.039286070475187077,-0.10809406507818427,-0.027847745912685434,-0.42640289,-1.61175018,0.022043282564948585
2.975,2mer-0+3,-0.6789664870400854,0.6826336551689604,-2.9019568307229426,-1.540356688513897,-1.45201772,-4.942277,0.022043282564948585
3.635,2mer-0+22,-0.46030741455215857,0.48906648030928435,-5.834145110679353,-4.88477121581791,-0.51244061,-3.57708957,0.022043282564948585
4.052,2mer-0+6,-0.1308572475393563,0.1313430473261744,-1.7474943852688267,-1.485294090403296,-0.15366792,-2.18061995,0.022043282564948585
4.072,2mer-0+31,-0.10572262237151411,0.10600756734229952,-1.1755429906128694,-0.9638128008990557,-0.12102502,-1.23047912,0.022043282564948585
4.253,2mer-0+14,-0.06536185881364276,0.06429009986026692,1.047234204831846,1.1768861635057557,-0.07052554,1.25888544,0.022043282564948585
4.99,2mer-0+13,-0.050323060930421284,0.051602569413480154,-1.7703701456281347,-1.6684445152842333,-0.06421786,-1.99912125,0.022043282564948585
4.991,2mer-0+11,-0.026077501405229256,0.026020605348283442,0.27998874209611974,0.3320868488496324,-0.02894457,0.0943616,0.022043282564948585
5.012,2mer-0+16,-0.050771513793105245,0.0517577377722536,-1.0878201477599556,-0.9852908961945968,-0.05925739,-1.1575333,0.022043282564948585
5.034,2mer-0+29,-0.03681883133633063,0.03610132844390964,1.4232311571930243,1.4961513169732645,-0.03995259,1.55781722,0.022043282564948585
5.47,2mer-0+21,-0.008823505268702372,0.008792440510660462,0.1020202908623623,0.11963623664172514,-0.01056033,0.16703256,0.022043282564948585
5.617,2mer-0+9,-0.01887503804320291,0.01887355931477952,0.03931391426195284,0.07706251161993527,-0.01985393,0.22179757,0.022043282564948585
5.641,2mer-0+51,-0.009498551356199732,0.009424208742122405,-0.05425098393434127,-0.035328223836019135,-0.00719016,-0.13111623,0.022043282564948585
5.667,2mer-0+27,-0.03357276467957271,0.03396926771709819,-0.4833870465310055,-0.4158450141343346,-0.03194285,-0.25026036,0.022043282564948585
5.867,2mer-0+12,-0.0027402131397421406,0.002718219469196387,0.03462299384235612,0.04008142645129465,-0.00467927,0.21097945,0.022043282564948585
5.923,2mer-0+15,-0.0007659846716578058,0.000771136137367066,-0.06455281609196807,-0.0630156952829432,-0.00185443,-0.09561155,0.022043282564948585
6.046,2mer-0+54,-0.02782942089119812,0.02760756642173736,1.2948099846858923,1.3502469719988277,-0.03184416,1.15496864,0.022043282564948585
6.207,2mer-0+33,-0.006028093290392676,0.005995675950588798,0.1907920099682753,0.20281577920925678,-0.00665672,0.19969303,0.022043282564948585
6.278,2mer-0+52,-0.02167530293614119,0.02204285332960178,-0.9258230268680836,-0.8821048706023407,-0.0219316,-0.88878178,0.022043282564948585
6.308,2mer-0+30,-0.007342341987051331,0.007357932083279711,-0.14481818000314606,-0.13011790593281503,-0.00802503,-0.28144656,0.022043282564948585
6.571,2mer-0+69,-0.012469632044940651,0.01254609057958471,-0.36260054406336206,-0.3375848214388367,-0.01296109,-0.3981131,0.022043282564948585
6.847,2mer-0+28,-0.004784040270462373,0.004776724844876648,0.17657556699027135,0.18613633210561037,-0.00460386,0.30543354,0.022043282564948585
6.974,2mer-0+32,-0.012817043920540738,0.012838798533769163,-0.15418690292273873,-0.12853106046842883,-0.0131472,-0.23941416,0.022043282564948585
7.033,2mer-0+25,-0.006779278750966443,0.006733715588938547,0.421657388652067,0.43517038299197197,-0.0064089,0.38392008,0.022043282564948585
7.076,2mer-0+61,-0.006806634509116296,0.006815204395998489,-0.5467737094423228,-0.533151870537208,-0.006394,-0.62248106,0.022043282564948585
