distance,nmer_name,Uind_md,Udf,Unb,Ues,Uind_sapt,Ues_sapt,time_per_system
1.805,2mer-0+1,-9.287939389307311,11.973987309530912,-56.304748082222574,-35.04282138338435,-32.32156036,-74.55952616,0.020629172192679512
2.309,2mer-0+8,-0.23252140212688818,0.2380155169309109,0.2547325817450707,0.7252695008028698,-0.75401458,1.48070702,0.020629172192679512
2.526,2mer-0+4,-1.0090653057659855,1.0095155882420148,-3.7212247492197355,-1.7026438552117351,-1.62568459,4.0053359,0.020629172192679512
2.615,2mer-0+14,-1.1572949429428825,1.1351022466092755,-2.8002369883753624,-0.5078397988232046,-3.22126989,-9.65081175,0.020629172192679512
2.859,2mer-0+2,-1.0081926435646251,1.0838173066936398,-7.003602731452049,-4.911592781193784,-2.62556372,-12.68277235,0.020629172192679512
2.91,2mer-0+16,-0.5668541556634082,0.5656773858978812,-3.147508475264646,-2.0149769337033567,-1.48655642,-4.61547133,0.020629172192679512
3.005,2mer-0+3,-0.43986782443473044,0.4341102127291879,1.5982083485482326,2.472186385712151,-1.32510478,-2.19551458,0.020629172192679512
3.416,2mer-0+10,-1.8339598047985735,2.0232602048567845,-18.868537961684986,-15.011317952029627,-2.43673156,-15.60584755,0.020629172192679512
3.683,2mer-0+5,-0.23380027542519816,0.23029436782773985,0.2449527454868559,0.7090473887397939,-0.3040135,2.16096803,0.020629172192679512
3.951,2mer-0+50,-0.012222035749259655,0.01234272493735881,-0.41197751109713177,-0.3874127504105133,-0.0164028,-0.53819957,0.020629172192679512
4.855,2mer-0+19,-0.07133610277942126,0.07043625081071023,2.189112189002622,2.3308845425927536,-0.08837782,2.12400217,0.020629172192679512
4.869,2mer-0+9,-0.10028156579439645,0.09849812535456255,2.5227141850638852,2.721493876212844,-0.10033792,2.05304596,0.020629172192679512
4.963,2mer-0+37,-0.014662267184989206,0.01459378023017558,-0.2616016668928205,-0.2323456194776557,-0.02562615,0.25741948,0.020629172192679512
5.173,2mer-0+6,-0.0707183447742517,0.0696997567432014,0.70578821643024,0.8462063179476932,-0.06591882,0.1729718,0.020629172192679512
5.227,2mer-0+7,-0.06607807337906813,0.06698882256324912,-0.3542512889664713,-0.22118439302415407,-0.07529663,0.12111665,0.020629172192679512
5.475,2mer-0+38,-0.016433975344578303,0.016419902161248428,0.705250083663753,0.7381039611695797,-0.0209034,0.80598991,0.020629172192679512
5.603,2mer-0+24,-0.11081797568388191,0.10858089229446924,0.8501442180592,1.0695430860375512,-0.14684488,1.06880501,0.020629172192679512
5.626,2mer-0+34,-0.016141703253288824,0.016201756985274877,-0.7979015167887775,-0.7655580565502138,-0.02189896,-0.98804215,0.020629172192679512
5.834,2mer-0+13,-0.05106223748967683,0.0510860196941151,0.9167468756665433,1.0188951328503353,-0.06741454,1.26351395,0.020629172192679512
5.89,2mer-0+12,-0.01727462613522605,0.017425826661086,-0.9432157293353955,-0.9085152765390835,-0.02165174,-0.89378659,0.020629172192679512
6.11,2mer-0+33,-0.025873817010159703,0.0255076889177832,1.1153365656973555,1.1667180716252985,-0.03417615,1.36456231,0.020629172192679512
6.178,2mer-0+70,-0.07640862371157693,0.07435214075506481,2.59625059656857,2.7470113610352116,-0.1104991,3.65489166,0.020629172192679512
6.256,2mer-0+43,-0.02703861702143988,0.027520171538075032,-1.3186926844246114,-1.2641338958650965,-0.04029669,-1.45554341,0.020629172192679512
6.409,2mer-0+23,-0.012756632481711437,0.012761141030327864,-0.8926479729151237,-0.8671301994030843,-0.01695129,-0.35038454,0.020629172192679512
6.505,2mer-0+61,-0.004747318565979502,0.004746604508409234,0.29748115244968965,0.3069750755240784,-0.00627142,0.39217779,0.020629172192679512
6.567,2mer-0+35,-0.02210153221869806,0.022301677464903923,-0.3964871703129656,-0.3520839606293636,-0.02352361,-0.35441858,0.020629172192679512
6.61,2mer-0+25,-0.03973632685919082,0.04039849622888574,-2.44941402975362,-2.3692792066655435,-0.04971157,-2.50876524,0.020629172192679512
6.887,2mer-0+74,-0.019965644874223847,0.01969472111788962,0.9297180289544168,0.9693783949465302,-0.02673515,1.07904213,0.020629172192679512
6.901,2mer-0+27,-0.012555297448592696,0.01262109816029058,0.027516857049277105,0.05269325265816038,-0.01398306,0.02348709,0.020629172192679512
6.945,2mer-0+65,-0.0441715958272571,0.04338634615069046,1.5876416431960139,1.6751995851739614,-0.05508866,1.42319866,0.020629172192679512
7.199,2mer-0+22,-0.015238030152206835,0.015378061806700085,-1.0185599298295833,-0.9879438378706764,-0.01716337,-1.01603055,0.020629172192679512
7.452,2mer-0+29,-0.011657600478401527,0.01159755719065388,1.0831030963881785,1.1063582540572339,-0.01327734,0.8108745,0.020629172192679512
7.647,2mer-0+36,-0.005017517109639843,0.004994024089263065,0.5954171892015795,0.6054287304004824,-0.00616747,0.56779725,0.020629172192679512
7.704,2mer-0+116,-0.009741680078834275,0.009657189541247337,0.336630104975045,0.35602897459512656,-0.01315743,0.41914031,0.020629172192679512
7.796,2mer-0+73,-0.006203896898323791,0.006231032734616712,-0.9253545320213582,-0.9129196023884177,-0.0068469,-1.01782699,0.020629172192679512
7.867,2mer-0+30,-0.011161004453833657,0.011075586342632091,0.9530542277340255,0.9752908185304913,-0.01254602,0.98347156,0.020629172192679512
7.977,2mer-0+32,-0.008816642625104537,0.008785035449617593,-0.03213019216905956,-0.014528514094337433,-0.01046021,0.06438503,0.020629172192679512
8.21,2mer-0+57,-0.011632848284381518,0.011731261387284964,-0.7040169746003089,-0.6806528649286424,-0.01442755,-0.70662609,0.020629172192679512
8.303,2mer-0+28,-0.011462285307237448,0.011459338158824316,0.4212029469655338,0.44412457043159553,-0.01283412,0.47024292,0.020629172192679512
