distance,nmer_name,Uind_md,Udf,Unb,Ues,Uind_sapt,ind20_fit,dhf_fit,time_per_system
1.805,2mer-0+1,-6.21222569070412,10.494891738546647,-55.13055768444596,-55.13055768444596,-32.32156036,-6.21222569070412,-1.0969543465538596,0.15820530388090345
2.309,2mer-0+8,-0.2952063859243879,0.31934317595594575,-0.37057997907164125,-0.37057997907164125,-0.75401458,-0.2952063859243879,-0.011059040697961242,0.15820530388090345
2.526,2mer-0+4,-0.902973228140363,0.8395568239668015,-0.018276293191021156,-0.018276293191021156,-1.62568459,-0.902973228140363,0.041759972668532805,0.15820530388090345
2.615,2mer-0+14,-1.388939759537295,1.4413489715197487,-6.473034703459025,-6.473034703459025,-3.22126989,-1.388939759537295,-0.02913045095486985,0.15820530388090345
2.859,2mer-0+2,-0.880106760558647,1.0739715606132394,-9.61774877190055,-9.61774877190055,-2.62556372,-0.880106760558647,-0.09149930631222072,0.15820530388090345
2.91,2mer-0+16,-0.8744133700564877,0.8541637677983351,-4.341852152692677,-4.341852152692677,-1.48655642,-0.8744133700564877,0.0077748307411031285,0.15820530388090345
3.005,2mer-0+3,-0.4368794933455581,0.41893236778037474,1.916298613695211,1.916298613695211,-1.32510478,-0.4368794933455581,0.010829883275430805,0.15820530388090345
3.416,2mer-0+10,-1.223088784362522,1.4776001991539836,-13.964254271594758,-13.964254271594758,-2.43673156,-1.223088784362522,-0.12124928378632274,0.15820530388090345
3.683,2mer-0+5,-0.1912744666521205,0.17978792498071247,1.7351108981125065,1.7351108981125065,-0.3040135,-0.1912744666521205,0.006399122149343941,0.15820530388090345
3.951,2mer-0+50,-0.020035177634269822,0.020579370850009007,-0.8823163795491613,-0.8823163795491613,-0.0164028,-0.020035177634269822,-0.0002742248702378588,0.15820530388090345
4.855,2mer-0+19,-0.06961497794207339,0.06812631974345106,2.110234522580496,2.110234522580496,-0.08837782,-0.06961497794207339,0.0007763654732366893,0.15820530388090345
4.869,2mer-0+9,-0.07914505630477765,0.0761633731616084,1.9078815564741343,1.9078815564741343,-0.10033792,-0.07914505630477765,0.0015884985886609115,0.15820530388090345
4.963,2mer-0+37,-0.019532840386397375,0.01904393332967111,0.19978525396704835,0.19978525396704835,-0.02562615,-0.019532840386397375,0.0002575441292585627,0.15820530388090345
5.173,2mer-0+6,-0.055538762857156074,0.05389387490825682,0.4566718464861276,0.4566718464861276,-0.06591882,-0.055538762857156074,0.000872772886783555,0.15820530388090345
5.227,2mer-0+7,-0.05743198390417637,0.05875598708483308,-0.10833178519372465,-0.10833178519372465,-0.07529663,-0.05743198390417637,-0.0006217090076404569,0.15820530388090345
5.475,2mer-0+38,-0.017392268267209847,0.017405254879409457,0.6236732906265324,0.6236732906265324,-0.0209034,-0.017392268267209847,-1.55054308690185e-06,0.15820530388090345
5.603,2mer-0+24,-0.12377694201171055,0.12018615057906296,0.31178676388794074,0.31178676388794074,-0.14684488,-0.12377694201171055,0.0017321425350006413,0.15820530388090345
5.626,2mer-0+34,-0.01713075076389251,0.017384593676782547,-1.0689574119939427,-1.0689574119939427,-0.02189896,-0.01713075076389251,-0.00012864823784927484,0.15820530388090345
5.834,2mer-0+13,-0.05093380079622699,0.051031502500529034,0.8462435650220095,0.8462435650220095,-0.06741454,-0.05093380079622699,-6.038192048867446e-05,0.15820530388090345
5.89,2mer-0+12,-0.017513374401984673,0.017740741074974933,-0.9427584157927335,-0.9427584157927335,-0.02165174,-0.017513374401984673,-0.00010560981543056251,0.15820530388090345
6.11,2mer-0+33,-0.028162612223250477,0.027328589889928624,1.3636242079208547,1.3636242079208547,-0.03417615,-0.028162612223250477,0.000417627373839469,0.15820530388090345
6.178,2mer-0+70,-0.09650850376611952,0.09145580025930015,3.3367306573292526,3.3367306573292526,-0.1104991,-0.09650850376611952,0.0024650541188877047,0.15820530388090345
6.256,2mer-0+43,-0.027405272531671118,0.02838588548808381,-1.526117086240602,-1.526117086240602,-0.04029669,-0.027405272531671118,-0.00048716480612725143,0.15820530388090345
6.409,2mer-0+23,-0.012372596628828725,0.012309951682687306,-0.5325839195799913,-0.5325839195799913,-0.01695129,-0.012372596628828725,3.712311940845739e-05,0.15820530388090345
6.505,2mer-0+61,-0.006143192937578861,0.006156325765020988,0.3445431577313798,0.3445431577313798,-0.00627142,-0.006143192937578861,-5.5780354590379934e-06,0.15820530388090345
6.567,2mer-0+35,-0.020905872131226435,0.021269258683048554,-0.34675927314829014,-0.34675927314829014,-0.02352361,-0.020905872131226435,-0.0001786934247510392,0.15820530388090345
6.61,2mer-0+25,-0.0381022411215048,0.0393904915084186,-2.3929886098189876,-2.3929886098189876,-0.04971157,-0.0381022411215048,-0.0006367487873932882,0.15820530388090345
6.887,2mer-0+74,-0.02542826749785258,0.024748750074779842,1.1254585901474252,1.1254585901474252,-0.02673515,-0.02542826749785258,0.0003335936540060871,0.15820530388090345
6.901,2mer-0+27,-0.011903883095532664,0.012027780445508469,0.022046264448085582,0.022046264448085582,-0.01398306,-0.011903883095532664,-5.773561062086156e-05,0.15820530388090345
6.945,2mer-0+65,-0.04717807485871564,0.04575081505898018,1.221018129916714,1.221018129916714,-0.05508866,-0.04717807485871564,0.0006947574403924047,0.15820530388090345
7.199,2mer-0+22,-0.014252155091843341,0.014527410599337041,-1.0815706610746036,-1.0815706610746036,-0.01716337,-0.014252155091843341,-0.00013275002201546438,0.15820530388090345
7.452,2mer-0+29,-0.010994937645470344,0.010905389349000094,0.8947310363728778,0.8947310363728778,-0.01327734,-0.010994937645470344,4.710452846013268e-05,0.15820530388090345
7.647,2mer-0+36,-0.00508717122980373,0.005035639816514235,0.6261698355766091,0.6261698355766091,-0.00616747,-0.00508717122980373,2.8919529644092577e-05,0.15820530388090345
7.704,2mer-0+116,-0.012332792070321312,0.012123235235204378,0.4272072082607812,0.4272072082607812,-0.01315743,-0.012332792070321312,0.00010276524917969865,0.15820530388090345
7.796,2mer-0+73,-0.005700749370652684,0.005761110418499412,-0.9422333875300514,-0.9422333875300514,-0.0068469,-0.005700749370652684,-2.8714648323767166e-05,0.15820530388090345
7.867,2mer-0+30,-0.009894765435442232,0.009729753416320288,0.882382898830224,0.882382898830224,-0.01254602,-0.009894765435442232,8.678204421693096e-05,0.15820530388090345
7.977,2mer-0+32,-0.008055954119003604,0.007977977997185885,0.08869074463629478,0.08869074463629478,-0.01046021,-0.008055954119003604,4.328009746645656e-05,0.15820530388090345
8.21,2mer-0+57,-0.011754728219209117,0.011958951052893695,-0.7077105662641413,-0.7077105662641413,-0.01442755,-0.011754728219209117,-0.00010200656659943115,0.15820530388090345
8.303,2mer-0+28,-0.011376357334987769,0.01136410117956703,0.45178207537903525,0.45178207537903525,-0.01283412,-0.011376357334987769,7.110942284730731e-06,0.15820530388090345
8.462,2mer-0+54,-0.005185301324757327,0.005258994076257093,-0.6842620038328959,-0.6842620038328959,-0.00604312,-0.005185301324757327,-3.4986483006643945e-05,0.15820530388090345
