N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A)
2mer-0+410,-0.01635150,2,-0.01635150,-77.54154661,2.083487e-05,21.2560,19.2310,19.231
2mer-0+404,-0.00637682,1,-0.00318841,-77.54473502,2.082955e-05,22.5200,19.2330,19.233
2mer-0+465,0.01544734,1,0.00772367,-77.53701135,2.078644e-05,20.8670,19.2460,19.246
2mer-0+551,-0.06224509,1,-0.03112255,-77.56813390,2.070329e-05,22.3490,19.2720,19.272
2mer-0+668,-0.03235645,1,-0.01617823,-77.58431212,2.064181e-05,22.2050,19.2910,19.291
2mer-0+435,-0.00960998,1,-0.00480499,-77.58911711,2.046455e-05,22.1520,19.3460,19.346
2mer-0+402,-0.02511707,1,-0.01255853,-77.60167565,2.037225e-05,22.2460,19.3760,19.376
2mer-0+639,0.01895694,1,0.00947847,-77.59219718,2.031338e-05,22.6470,19.3940,19.394
2mer-0+592,0.04420663,1,0.02210331,-77.57009386,2.028484e-05,20.7480,19.4030,19.403
2mer-0+453,-0.01970716,1,-0.00985358,-77.57994744,2.021127e-05,23.3660,19.4270,19.427
2mer-0+676,0.02098066,1,0.01049033,-77.56945711,2.007756e-05,23.3840,19.4700,19.470
2mer-0+739,-0.04696846,1,-0.02348423,-77.59294134,2.007535e-05,22.0910,19.4710,19.471
2mer-0+372,-0.00675535,2,-0.00675535,-77.59969669,2.007269e-05,22.1350,19.4710,19.471
2mer-0+572,-0.02709392,1,-0.01354696,-77.61324365,2.002552e-05,21.1850,19.4870,19.487
2mer-0+369,-0.02230519,1,-0.01115259,-77.62439625,2.001140e-05,21.6400,19.4910,19.491
2mer-0+423,0.00909309,2,0.00909309,-77.61530316,1.999442e-05,22.3460,19.4970,19.497
2mer-0+383,-0.00265276,1,-0.00132638,-77.61662954,1.993370e-05,23.0470,19.5170,19.517
2mer-0+770,-0.00296984,1,-0.00148492,-77.61811446,1.986519e-05,22.5930,19.5390,19.539
2mer-0+418,-0.00078912,1,-0.00039456,-77.61850902,1.978662e-05,22.6680,19.5650,19.565
2mer-0+424,0.00675744,2,0.00675744,-77.61175158,1.977370e-05,22.1350,19.5690,19.569
2mer-0+542,-0.02305260,1,-0.01152630,-77.62327788,1.974173e-05,21.7270,19.5800,19.580
2mer-0+455,-0.04242198,1,-0.02121099,-77.64448887,1.973154e-05,21.6090,19.5830,19.583
2mer-0+450,0.01586260,2,0.01586260,-77.62862627,1.962559e-05,21.5880,19.6180,19.618
2mer-0+502,-0.02007468,2,-0.02007468,-77.64870095,1.960528e-05,21.9070,19.6250,19.625
2mer-0+401,0.01928298,1,0.00964149,-77.63905946,1.945720e-05,23.7740,19.6750,19.675
2mer-0+382,-0.01287466,1,-0.00643733,-77.64549679,1.944388e-05,23.0820,19.6790,19.679
2mer-0+638,0.03254230,2,0.03254230,-77.61295449,1.941369e-05,22.4060,19.6890,19.689
2mer-0+483,-0.01050784,1,-0.00525392,-77.61820841,1.937359e-05,22.5050,19.7030,19.703
2mer-0+470,-0.02565939,2,-0.02565939,-77.64386780,1.936681e-05,22.5520,19.7050,19.705
2mer-0+525,-0.00457175,1,-0.00228588,-77.64615367,1.931363e-05,22.9410,19.7230,19.723
2mer-0+443,-0.03412042,1,-0.01706021,-77.66321388,1.914195e-05,21.8450,19.7820,19.782
2mer-0+578,0.03194993,2,0.03194993,-77.63126395,1.913291e-05,23.3460,19.7850,19.785
2mer-0+490,0.02944035,2,0.02944035,-77.60182360,1.912522e-05,21.7400,19.7880,19.788
2mer-0+419,-0.05289063,2,-0.05289063,-77.65471423,1.911955e-05,22.6930,19.7900,19.790
2mer-0+532,-0.02948724,1,-0.01474362,-77.66945785,1.882499e-05,23.3520,19.8930,19.893
2mer-0+474,0.03318873,2,0.03318873,-77.63626912,1.875589e-05,23.7770,19.9170,19.917
2mer-0+722,0.00281278,1,0.00140639,-77.63486273,1.871696e-05,21.6960,19.9310,19.931
2mer-0+513,0.00655393,2,0.00655393,-77.62830880,1.857436e-05,23.4120,19.9820,19.982
